SampleId;species;individualsPerMl
Hazewinkel_26aug14;Desmodesmus_spinosus;73,1043555
Schulensmeer_29may08;Katablepharis_ovalis;72,99595456
GroteVijverMechelen_9apr08;Stephanodiscus_hantzschii;71,20326453
Blokkersdijk_27jun08;Nitzschia_palea;70,88680558
RauwseMeer_24oct13;coccaal_sp;70,45439022
RauwseMeer_19jun13;flagellaat_3to5_µm_1;70,45439022
Hazewinkel_17jun14;Oocystis_rhomboida;70,16374857
RauwseMeer_24oct13;Dinobryon_divergens;69,89916677
Vinne_14jul08;Katablepharis_ovalis;69,77919924
Blokkersdijk_27jun08;Chroomonas_acuta;69,40999713
Hazewinkel_29jul14;Cyanodiction_planctonicum;69,14031101
RauwseMeer_21aug13;Chroomonas_acuta;68,91604057
Hazewinkel_17jun14;flagellaat_5to10_µm;68,53533328
KanaalplasDeMaat_19jun13;Fragillaria_crotonensis_colonies;68,39787485
Schulensmeer_27aug08;Anabaena_sp;68
Vinne_19jun08;Euglena_cf_clavata;67,84088815
Hazewinkel_23sep14;Chroococcus_limneticus;66,879488
RauwseMeer_17jul13;Cyclotella_sp_klein;66,33985384
KanaalplasDeMaat_19jun13;Chrysochromulina_parva;65,75743088
RauwseMeer_21aug13;flagellaat_3to5_µm_1;65,75743088
GroteVijverMechelen_25aug08;Monoraphidium_minutum;65,12725263
Blokkersdijk_25aug08;flagellaat_3to5_µm_1;65,12725263
Vinne_22sep08;Euglena_sp2;64,62915927
GroteVijverMechelen_16jul08;Fragillaria_crotonensis_colonies;64,61036967
GroteVijverMechelen_16jul08;flagellaat_3to5_µm_1;64,61036967
RauwseMeer_24oct13;Microcystis_flos_aquae;63,86554622
Hazewinkel_29jul14;Cryptomonas_erosa;63,25298361
Schulensmeer_24oct08;Rhodomonas_lacustris;63,13356122
KanaalplasDeMaat_17jul13;centricaat_sp1;62,08597432
Schulensmeer_14jul08;Nitzschia_acicularis;62,02595488
Schulensmeer_14jul08;Ankistrodesmus_fusiformis;62,02595488
Schulensmeer_27aug08;Closterium_limneticum;62,02595488
Schulensmeer_14jul08;Didymocystis_inconspica;62,02595488
Schulensmeer_14jul08;Eudorina_elegans;62,02595488
Schulensmeer_14jul08;Monoraphidium_komarkovae;62,02595488
Schulensmeer_27aug08;Monoraphidium_minutum;62,02595488
Schulensmeer_14jul08;Oocystis_borgei;62,02595488
Schulensmeer_14jul08;Mallomonas_sp;62,02595488
Schulensmeer_27aug08;Cryptomonas__rostrata;62,02595488
Schulensmeer_27aug08;Romeria_cf_simplex;62,02595488
Schulensmeer_14jul08;Gymnodinium_lantzschii;62,02595488
Schulensmeer_27aug08;Dichotomococcus_curvatus;62,02595488
RauwseMeer_17apr13;Aulacoseira_cf_italica_broad_colonies;61,9998634
Hazewinkel_29jul14;Chroococcus_aphanocapsoides;58,73491335
Vinne_27aug08;Nitzschia_acicularis;58,1493327
Vinne_29may08;Nitzschia_sp;58,1493327
Vinne_29may08;Ankyra_judayi;58,1493327
Schulensmeer_22sep08;Chlamydomonas_sp;58,1493327
Vinne_19jun08;Chlamydomonas_sp;58,1493327
Vinne_27aug08;Coelastrum_microporum;58,1493327
Vinne_27aug08;Crucigenia_tetrapedia;58,1493327
Schulensmeer_19jun08;Crucigeniella_rectangularis;58,1493327
Vinne_22sep08;Desmodesmus_armatus;58,1493327
Schulensmeer_19jun08;Desmodesmus_communis;58,1493327
Schulensmeer_22sep08;Desmodesmus_subspicatus;58,1493327
Schulensmeer_22sep08;Franceia_ovalis;58,1493327
Schulensmeer_19jun08;Golenkinia_radiata;58,1493327
Schulensmeer_22sep08;Golenkinia_radiata;58,1493327
Vinne_27aug08;Golenkinia_radiosa;58,1493327
Schulensmeer_22sep08;Lagerheimia_geneviensis;58,1493327
Vinne_22sep08;Micractinium_pusillum;58,1493327
Schulensmeer_22sep08;Monoraphidium_mirabile;58,1493327
Vinne_29may08;coccaal_sp;58,1493327
Vinne_14jul08;Chrysococcus_rufescens;58,1493327
Vinne_22sep08;Pseudokephyrion_conicum;58,1493327
Schulensmeer_22sep08;Mallomonas_tonsurata;58,1493327
Vinne_22sep08;Mallomonas_tonsurata;58,1493327
Vinne_27aug08;Cryptomonas_marssonii;58,1493327
GroteVijverMechelen_19sep08;Cryptomonas_marssonii;58,1493327
Schulensmeer_22sep08;Cryptomonas_phaseolus;58,1493327
Vinne_22sep08;Katablepharis_ovalis;58,1493327
Schulensmeer_22sep08;Aphanocapsa;58,1493327
Vinne_22sep08;Oscillatoria_sp1;58,1493327
Vinne_27aug08;Euglena_sp;58,1493327
Vinne_22sep08;Euglena_sp;58,1493327
Vinne_22sep08;Trachelomonas_varians;58,1493327
Vinne_27aug08;coccaal_5to10_µm;58,1493327
RauwseMeer_21may13;Sphaerocystis_schroeteri_cells;56,99822904
RauwseMeer_17apr13;Diatoma_tenuis_cells;56,83320811
RauwseMeer_17apr13;Stephanodiscus_hantzschii;56,83320811
KanaalplasDeMaat_19jun13;centricaat_sp2;56,36351218
KanaalplasDeMaat_17sep13;Ankyra_judayi;56,36351218
KanaalplasDeMaat_19jun13;Chlamydomonas_sp;56,36351218
RauwseMeer_21aug13;Chrysochromulina_parva;56,36351218
GroteVijverMechelen_25aug08;Cryptomonas_marssonii;55,82335939
Hazewinkel_26aug14;unidentified_euglenophyte;54,82826663
Vinne_29may08;flagellaat_3to5_µm_2;54,27271052
GroteVijverMechelen_9apr08;Fragillaria_crotonensis_cells;54,25010631
GroteVijverMechelen_7may08;Cryptomonas_marssonii;52,86302973
GroteVijverMechelen_16jul08;Aulacoseira_granulata_colonies;51,68829573
GroteVijverMechelen_16jul08;Aphanothece_minutissima;51,68829573
RauwseMeer_17apr13;Asterionella_formosa_cells;51,66655283
RauwseMeer_17apr13;Aulacoseira_cf_italica_broad_cells;51,66655283
KanaalplasDeMaat_24oct13;coccaal_sp;51,66655283
KanaalplasDeMaat_16apr13;Katablepharis_ovalis;51,66655283
RauwseMeer_21may13;Planktomyces_condensatus;51,66655283
Hazewinkel_17jun14;coccaal_sp;51,40149996
Hazewinkel_23apr14;Ankyra_judayi;51,35389257
GroteVijverMechelen_9apr08;flagellaat_3to5_µm_1;50,85947467
Vinne_19jun08;Monoraphidium_contortum;48,45777725
Vinne_19jun08;Cryptomonas_reflexa;48,45777725
Vinne_19jun08;Trachelomonas_volvocina;48,45777725
Hazewinkel_26aug14;Monosiga_ovata;48,24639682
Vinne_25apr08;coccaal_sp;47,46884302
Schulensmeer_19jun08;Ceratium_hirudinella;47,3947168
GroteVijverMechelen_27jun08;Katablepharis_ovalis;47,38093776
KanaalplasDeMaat_19jun13;Chlamydomonas_sp2;46,96959348
RauwseMeer_19jun13;coccaal_sp;46,96959348
KanaalplasDeMaat_17sep13;Cryptomonas_marssonii;46,96959348
Schulensmeer_29may08;Koliella_spiculiformis;46,92597079
Hazewinkel_26aug14;Asterionella_formosa_cells;46,58272796
Vinne_14jul08;Fragilaria_sp;46,51946616
GroteVijverMechelen_25aug08;coccaal_sp;46,51946616
Vinne_14jul08;Geitlerinema_sp;46,51946616
Vinne_14jul08;Peridinium_sp;46,51946616
RauwseMeer_17apr13;Chrysococcus_rufescens;46,49989755
Blokkersdijk_9apr08;Chroomonas_acuta;45,70666875
RauwseMeer_24oct13;Fragillaria_crotonensis_cells;44,42604824
GroteVijverMechelen_19sep08;Aulacoseira_granulata_colonies;44,19349285
GroteVijverMechelen_9apr08;Asterionella_formosa_cells;44,07821138
GroteVijverMechelen_9apr08;Cryptomonas_phaseolus;44,07821138
GroteVijverMechelen_9apr08;flagellaat_5to10_µm;44,07821138
Schulensmeer_14jul08;Anabaena_flos-aquae;44
RauwseMeer_21aug13;Cryptomonas_phaseolus;43,52592036
Schulensmeer_24oct08;coccaal_sp;43,19664715
KanaalplasDeMaat_16apr13;flagellaat_larger20_µm;43,05546069
Schulensmeer_29may08;Oocystis_lacustris;41,71197403
Schulensmeer_29may08;Chrysococcus_minutus;41,71197403
GaversHarelbeke_27apr11;Chroomonas_acuta;41,67418826
RauwseMeer_17apr13;Fragillaria_crotonensis_colonies;41,66221574
Blokkersdijk_16jul08;flagellaat_3to5_µm_1;41,53523764
Blokkersdijk_27jun08;flagellaat_3to5_µm_1;41,35063659
RauwseMeer_17apr13;Rhodomonas_lacustris;41,33324226
Hazewinkel_23apr14;Katablepharis_ovalis;41,19560976
Hazewinkel_29jul14;Cryptomonas_marssonii;40,66263232
GroteVijverMechelen_19sep08;Ochromonas_sp;39,54154624
RauwseMeer_17sep13;Dinobryon_acuminatum;39,1413279
RauwseMeer_17sep13;Pseudokephyrion_conicum;39,1413279
RauwseMeer_24oct13;Mallomonas_akrokomas;39,1413279
Vinne_29may08;Navicula_sp_klein;38,7662218
Vinne_19jun08;Nitzschia_sp;38,7662218
Vinne_19jun08;Rhoicosphenia;38,7662218
GroteVijverMechelen_27jun08;Willea_wilhelmii;38,7662218
Vinne_19jun08;coccaal_sp;38,7662218
Vinne_19jun08;coccaal_sp_groot;38,7662218
Vinne_19jun08;Mallomonas_tonsurata;38,7662218
Vinne_19jun08;Mallomonas_sp;38,7662218
GroteVijverMechelen_16jul08;Cryptomonas_marssonii;38,7662218
Vinne_19jun08;Oscillatoria_sp1;38,7662218
Vinne_25apr08;Cryptomonas_reflexa;37,97507442
Blokkersdijk_29sep08;flagellaat_3to5_µm_1;37,87845476
RauwseMeer_17sep13;Asterionella_formosa_cells;37,72246431
KanaalplasDeMaat_19jun13;Mallomonas_akrokomas;37,57567479
KanaalplasDeMaat_19jun13;Cryptomonas_erosa;37,57567479
GroteVijverMechelen_25aug08;Fragilaria_sp;37,21557293
GroteVijverMechelen_25aug08;Codosiga_botrytis;37,21557293
Hazewinkel_26aug14;Chlamydomonas_sp;36,55217775
Hazewinkel_26aug14;Rhodomonas_lacustris;36,55217775
Hazewinkel_26aug14;flagellaat_5to10_µm;36,55217775
Schulensmeer_24oct08;Katablepharis_ovalis;36,55100913
Schulensmeer_29may08;coccaal_5to10_µm;36,49797728
RauwseMeer_21may13;Fragilaria_ulna_acus;36,47886659
RauwseMeer_17apr13;Aulacoseira_cf_italica_narrow_cells;36,16658698
RauwseMeer_21may13;Chlamydomonas_sp;36,16658698
RauwseMeer_21may13;Aphanothece_sp;36,16658698
Blokkersdijk_16jul08;Cryptomonas_marssonii;35,99720596
KanaalplasDeMaat_17jul13;centricaat_sp_klein_kolonie;35,47769961
KanaalplasDeMaat_17jul13;Chrysococcus_cf_hevarlensis;35,47769961
Vinne_14jul08;Dinobryon_divergens;34,88959962
Vinne_14jul08;Chroomonas_acuta;34,88959962
Hazewinkel_23sep14;Chrysophyte_flagellate_sp;34,63402057
KanaalplasDeMaat_16apr13;Tetraselmis_cordiformis;34,44436855
Hazewinkel_17jun14;Phacotus_lendneri;34,33545143
Hazewinkel_17jun14;Katablepharis_ovalis;34,26766664
Schulensmeer_22sep08;Closterium_acutum_variabile;34,22951769
RauwseMeer_21aug13;Ochromonas_sp;33,36987228
Schulensmeer_24oct08;flagellaat_3to5_µm_1;33,22819012
KanaalplasDeMaat_19jun13;Asterionella_formosa_colonies;33,16260599
Schulensmeer_27aug08;Anabaena_flos-aquae;33
Schulensmeer_14jul08;Aphanizomenon_flos-aquae;33
Blokkersdijk_25aug08;Chroomonas_acuta;32,98653055
RauwseMeer_19jun13;Cryptomonas_erosa;32,87871544
KanaalplasDeMaat_21may13;Chroomonas_nordstedtii;31,91900826
Vinne_25apr08;flagellaat_3to5_µm_2;31,64589535
Vinne_25apr08;flagellaat_5to10_µm;31,64589535
Schulensmeer_24oct08;Asterionella_formosa_cells;31,32012383
RauwseMeer_17sep13;coccaal_sp;31,31306232
RauwseMeer_17sep13;Radiocystis_geminata_colonies;31,31306232
RauwseMeer_17sep13;flagellaat_10to20_µm;31,31306232
Schulensmeer_29may08;Sphaerocystis_schroeteri_colonies;31,28398052
Schulensmeer_29may08;Cryptomonas__rostrata;31,28398052
Schulensmeer_19jun08;Aphanizomenon_flos-aquae;31,07
KanaalplasDeMaat_17jul13;Rhodomonas_lacustris;31,04298716
KanaalplasDeMaat_17jul13;flagellaat_5to10_µm;31,04298716
Schulensmeer_14jul08;Aulacoseira_granulata_colonies;31,01297744
Schulensmeer_27aug08;pennaat_sp_1;31,01297744
Schulensmeer_27aug08;Ankistrodesmus_fusiformis;31,01297744
Schulensmeer_14jul08;Ankistrodesmus_falsatus;31,01297744
Schulensmeer_14jul08;Chlorogonium_sp;31,01297744
Schulensmeer_14jul08;Crucigenia_tetrapedia;31,01297744
Schulensmeer_14jul08;Crucigeniella_crucifera;31,01297744
Schulensmeer_14jul08;Desmodesmus_acuminatus;31,01297744
Schulensmeer_14jul08;Desmodesmus_bicaudatus;31,01297744
Schulensmeer_14jul08;Desmodesmus_quadricauda;31,01297744
Schulensmeer_27aug08;Franceia_ovalis;31,01297744
Schulensmeer_14jul08;Keratococcus_dispar;31,01297744
Schulensmeer_14jul08;Kirchneriella_contorta;31,01297744
Schulensmeer_27aug08;Mougeotia_sp;31,01297744
Schulensmeer_27aug08;Oocystis_lacustris;31,01297744
Schulensmeer_14jul08;Pediastrum_duplex_gracillimum;31,01297744
Schulensmeer_27aug08;Pediastrum_simplex;31,01297744
Schulensmeer_27aug08;Pteromonas_sp;31,01297744
Schulensmeer_14jul08;Quadrigula_chodati;31,01297744
Schulensmeer_27aug08;Scenedesmus_obtusus;31,01297744
Schulensmeer_14jul08;Tetrastrum;31,01297744
Schulensmeer_27aug08;Mallomonas_tonsurata;31,01297744
Schulensmeer_27aug08;Mallomonas_sp;31,01297744
Schulensmeer_14jul08;Chrysochromulina_parva;31,01297744
Vinne_29may08;Rhodomonas_lacustris;31,01297744
Schulensmeer_14jul08;Limnothrix_redekei;31,01297744
Schulensmeer_14jul08;Woronichinia_obtusa;31,01297744
Schulensmeer_14jul08;Woronichinia_sp;31,01297744
Schulensmeer_14jul08;Gymnodinium_simplex;31,01297744
Schulensmeer_14jul08;Phacus_longicauda;31,01297744
Schulensmeer_14jul08;Trachelomonas_nigra;31,01297744
RauwseMeer_21may13;Cyclotella_sp_klein;30,9999317
Hazewinkel_23apr14;coccaal_sp;30,89670732
Hazewinkel_23apr14;Kephyrion_moniliferum;30,89670732
Blokkersdijk_16jul08;Chlamydomonas_sp;30,45917427
GroteVijverMechelen_19sep08;Aphanothece_minutissima;30,237653
GroteVijverMechelen_27jun08;Rhodomonas_lacustris;30,15150585
GroteVijverMechelen_27jun08;Aphanocapsa;30,15150585
Blokkersdijk_25aug08;Cryptomonas_marssonii;29,60329665
KanaalplasDeMaat_16apr13;Asterionella_formosa_colonies;29,08848397
Schulensmeer_19jun08;Aulacoseira_granulata_colonies;29,07466635
Schulensmeer_19jun08;Aulacoseira_granulata_angustissima_col;29,07466635
Vinne_19jun08;Fragilaria_sp;29,07466635
Vinne_22sep08;Nitzschia_acicularis;29,07466635
Schulensmeer_19jun08;Nitzschia_palea;29,07466635
Vinne_27aug08;Nitzschia_sp;29,07466635
Schulensmeer_22sep08;Ankistrodesmus_fusiformis;29,07466635
Vinne_27aug08;Chlamydomonas_sp;29,07466635
Schulensmeer_22sep08;Closteriopsis_acicularis;29,07466635
Schulensmeer_19jun08;Coelastrum_microporum;29,07466635
Schulensmeer_22sep08;Coelastrum_microporum;29,07466635
Schulensmeer_19jun08;Crucigenia_tetrapedia;29,07466635
Vinne_22sep08;Crucigenia_tetrapedia;29,07466635
Schulensmeer_22sep08;Crucigeniella_rectangularis;29,07466635
Schulensmeer_22sep08;Desmodesmus_acuminatus;29,07466635
Schulensmeer_19jun08;Desmodesmus_bicaudatus;29,07466635
Vinne_22sep08;Desmodesmus_communis;29,07466635
Schulensmeer_19jun08;Desmodesmus_quadricauda;29,07466635
Schulensmeer_19jun08;Desmodesmus_subspicatus;29,07466635
Schulensmeer_19jun08;Dictyosphaerium_pulchellum;29,07466635
Schulensmeer_22sep08;Didymocystis_inconspica;29,07466635
Schulensmeer_22sep08;cf_Keratococcus_rhaphidioides;29,07466635
Schulensmeer_19jun08;Kirchneriella_contorta;29,07466635
Vinne_27aug08;Micractinium_pusillum;29,07466635
Schulensmeer_19jun08;Micractinium_quadrisetum;29,07466635
Vinne_27aug08;Monoraphidium_griffithii;29,07466635
Vinne_22sep08;Monoraphidium_komarkovae;29,07466635
Vinne_22sep08;Mougeotia_sp;29,07466635
Schulensmeer_22sep08;Nephrocytium_agardhianum;29,07466635
Schulensmeer_19jun08;Oocystis_borgei;29,07466635
Schulensmeer_22sep08;Oocystis_naegeli;29,07466635
Schulensmeer_19jun08;Pediastrum_duplex_gracillimum;29,07466635
Schulensmeer_22sep08;Spermatozopsis_exsultans;29,07466635
Schulensmeer_22sep08;Staurastrum_chaetoceras;29,07466635
Schulensmeer_22sep08;Tetraedron_incus;29,07466635
Schulensmeer_22sep08;Tetraselmis_cordiformis;29,07466635
Vinne_27aug08;Tetrastrum;29,07466635
Vinne_22sep08;coccaal_sp;29,07466635
Vinne_27aug08;Dinobryon_sp;29,07466635
Schulensmeer_19jun08;Pseudokephyrion_conicum;29,07466635
Schulensmeer_19jun08;Uroglena_sp;29,07466635
Schulensmeer_19jun08;Cryptomonas_marssonii;29,07466635
Vinne_22sep08;Cryptomonas_marssonii;29,07466635
Vinne_27aug08;Cryptomonas_phaseolus;29,07466635
Schulensmeer_19jun08;Aphanocapsa_sp2;29,07466635
Vinne_19jun08;Oscillatoria_sp2;29,07466635
Schulensmeer_19jun08;Spirulina_sp;29,07466635
Vinne_22sep08;Spirulina_sp;29,07466635
Vinne_22sep08;Gymnodinium_lantzschii;29,07466635
Schulensmeer_22sep08;Gymnodinium_simplex;29,07466635
Vinne_27aug08;Euglena_sp2;29,07466635
Vinne_22sep08;Euglena_acus;29,07466635
Vinne_27aug08;Lepocinclis_sp;29,07466635
Schulensmeer_22sep08;Trachelomonas_hispida;29,07466635
Vinne_27aug08;Trachelomonas_planctonica;29,07466635
Vinne_22sep08;Trachelomonas_planctonica;29,07466635
Schulensmeer_19jun08;Trachelomonas_nigra;29,07466635
Vinne_22sep08;Trachelomonas_nigra;29,07466635
Schulensmeer_22sep08;Trachelomonas_rugulosa;29,07466635
Vinne_27aug08;Centritractus_belenophorus;29,07466635
Schulensmeer_22sep08;Actinastrum_hantzschii;28,96343804
Blokkersdijk_7may08;Ankyra_judayi;28,79776477
Hazewinkel_29jul14;Puncticulata_radiosa_balatonis;28,61444496
RauwseMeer_19jun13;Fragillaria_crotonensis_cells;28,4
Hazewinkel_17jun14;Ankyra_judayi;28,36406857
KanaalplasDeMaat_21aug13;Coelastrum_microporum;28,18175609
KanaalplasDeMaat_21aug13;Desmodesmus_intermedius;28,18175609
RauwseMeer_21aug13;coccaal_sp;28,18175609
KanaalplasDeMaat_19jun13;Mallomonas_multiunca;28,18175609
KanaalplasDeMaat_19jun13;Rhodomonas_lacustris;28,18175609
GroteVijverMechelen_25aug08;Asterionella_formosa_colonies;27,9116797
GroteVijverMechelen_25aug08;Desmodesmus_armatus;27,9116797
RauwseMeer_17jul13;Chrysochromulina_parva;27,64160576
RauwseMeer_17jul13;flagellaat_3to5_µm_1;27,64160576
Schulensmeer_14jul08;Peridinium_sp;27,57510796
Hazewinkel_7oct14;flagellaat_3to5_µm_1;27,41413331
GroteVijverMechelen_9apr08;Fragillaria_crotonensis_colonies;27,12505316
GroteVijverMechelen_9apr08;coccaal_5to10_µm;27,12505316
Blokkersdijk_27jun08;Anabaena_oscillarioides;27,10574364
KanaalplasDeMaat_17jul13;Keratococcus_gloreosus;26,60827471
Blokkersdijk_29sep08;Ankyra_judayi;26,51491834
Schulensmeer_29may08;Closterium_acutum_variabile;26,06998377
Schulensmeer_29may08;Rhodomonas_lacustris;26,06998377
Schulensmeer_29may08;coccaal_10to20_µm;26,06998377
GroteVijverMechelen_16jul08;centricaat_sp;25,84414787
GroteVijverMechelen_16jul08;Tetraspora_lemmermannii;25,84414787
GroteVijverMechelen_16jul08;Kephyrion_ovale;25,84414787
GroteVijverMechelen_16jul08;Chroomonas_nordstedtii;25,84414787
GroteVijverMechelen_16jul08;Cryptomonas_erosa;25,84414787
GroteVijverMechelen_16jul08;Trachelomonas_rugulosa;25,84414787
GroteVijverMechelen_16jul08;unidentified_euglenophyte;25,84414787
KanaalplasDeMaat_16apr13;Aulacoseira_subborealis;25,83327642
KanaalplasDeMaat_16apr13;Monoraphidium_contortum;25,83327642
KanaalplasDeMaat_16apr13;coccaal_10to20_µm;25,83327642
GroteVijverMechelen_19sep08;Asterionella_formosa_cells;25,14821708
GroteVijverMechelen_25aug08;Fragillaria_crotonensis_cells;24,95476925
Blokkersdijk_16jul08;Cryptomonas_reflexa;24,92114259
Hazewinkel_29jul14;Ankyra_judayi;24,09637471
Hazewinkel_23apr14;Asterionella_formosa_colonies;23,88553143
Hazewinkel_23apr14;Cryptomonas_erosa;23,88553143
Hazewinkel_17jun14;Chroococcus_aphanocapsoides;23,88553143
GroteVijverMechelen_9apr08;Gymnodinium_lantzschii;23,73442151
Hazewinkel_7oct14;Cryptomonas_marssonii;23,70728119
Schulensmeer_22sep08;Dictyosphaerium_pulchellum;23,6973584
Vinne_22sep08;Dinobryon_divergens;23,6973584
RauwseMeer_19jun13;Cyclotella_sp_klein;23,48479674
KanaalplasDeMaat_24oct13;coccaal_sp_groot;23,48479674
RauwseMeer_17sep13;Mallomonas_acaroïdes;23,48479674
RauwseMeer_17sep13;Chroomonas_acuta;23,48479674
RauwseMeer_17sep13;Rhodomonas_lacustris;23,48479674
RauwseMeer_17sep13;flagellaat_5to10_µm;23,48479674
RauwseMeer_21aug13;Dinobryon_divergens;23,42109048
Vinne_29may08;Chlamydomonas_sp;23,25973308
Vinne_14jul08;Golenkinia_radiata;23,25973308
GroteVijverMechelen_19sep08;coccaal_sp;23,25973308
Vinne_14jul08;Kephyrion_amphorula;23,25973308
Vinne_14jul08;Syncrypta_eleochrus;23,25973308
Vinne_14jul08;Chroomonas_nordstedtii;23,25973308
Vinne_29may08;Leptolyngbia_sp;23,25973308
Vinne_14jul08;Euglena_sp2;23,25973308
Vinne_14jul08;Trachelomonas_hispida;23,25973308
Vinne_14jul08;Trachelomonas_nigra;23,25973308
Vinne_27aug08;Cryptomonas_sp;23,21373884
Blokkersdijk_25aug08;Nitzschia_palea;22,83682884
KanaalplasDeMaat_21may13;Rhodomonas_lacustris;22,79929162
Hazewinkel_29jul14;Cryptomonas_obovata;22,59035129
RauwseMeer_21aug13;Dinobryon_borgei;22,48839219
KanaalplasDeMaat_17jul13;Carteria_sp;22,17356226
Blokkersdijk_16jul08;Nitzschia_palea;22,15212674
Blokkersdijk_27jun08;Ankyra_judayi;22,15212674
RauwseMeer_17jul13;unidentified_euglenophyte;22,11328461
Hazewinkel_7oct14;Rhodomonas_lacustris;21,93130665
Hazewinkel_7oct14;coccaal_3to5_µm;21,93130665
KanaalplasDeMaat_21may13;Cryptomonas_erosa;21,65932704
GroteVijverMechelen_27jun08;Codosiga_botrytis;21,53678989
GroteVijverMechelen_27jun08;Gymnodinium_sp;21,53678989
Schulensmeer_29may08;Aulacoseira_granulata_cells;21,40822582
Blokkersdijk_16jul08;Nitzschia_sp;21,22912146
Blokkersdijk_25aug08;Ankyra_judayi;21,14521189
Hazewinkel_29jul14;flagellaat_5to10_µm;21,08432787
Schulensmeer_22sep08;Peridinium_sp;21,06431858
Schulensmeer_29may08;Cyclotella_sp_klein;20,85598702
Schulensmeer_29may08;Pandorina_morum;20,85598702
Hazewinkel_20may14;Cryptomonas_erosa;20,7958607
RauwseMeer_17apr13;Asterionella_formosa_colonies;20,66662113
RauwseMeer_21may13;Chlamydomonas_sp2;20,66662113
RauwseMeer_21may13;Bitrichia_chodatii;20,66662113
GroteVijverMechelen_9apr08;Chroomonas_acuta;20,34378987
GroteVijverMechelen_9apr08;Katablepharis_ovalis;20,34378987
Blokkersdijk_25aug08;Katablepharis_ovalis;20,29940342
GaversHarelbeke_27apr11;Cryptomonas_erosa;20,24174858
Schulensmeer_27aug08;Ceratium_hirudinella;20,11857366
Hazewinkel_20may14;Fragillaria_crotonensis_cells;20,0885185
Schulensmeer_14jul08;Planktothrix_agardhii;20
Hazewinkel_20may14;Monosiga_ovata;19,96402627
KanaalplasDeMaat_24oct13;Fragillaria_crotonensis_cells;19,89090909
Hazewinkel_17jun14;Cryptomonas_erosa;19,40699429
Vinne_19jun08;Chlorella_sp;19,3831109
Vinne_19jun08;Cryptomonas_phaseolus;19,3831109
Vinne_19jun08;Euglena_sp;19,3831109
Vinne_29may08;flagellaat_3to5_µm_1;19,3831109
KanaalplasDeMaat_17jul13;Pandorina_morum;19,17800413
Blokkersdijk_9apr08;Euglena_clara;18,93922738
KanaalplasDeMaat_17sep13;Aulacoseira_cf_italica_tenuissima_cells;18,78783739
KanaalplasDeMaat_17sep13;Chlamydomonas_sp2;18,78783739
KanaalplasDeMaat_17sep13;Desmodesmus_spinosus;18,78783739
KanaalplasDeMaat_17sep13;Eutetramorus_fottii;18,78783739
RauwseMeer_19jun13;Monoraphidium_komarkovae;18,78783739
KanaalplasDeMaat_17sep13;Oocystis_sp;18,78783739
KanaalplasDeMaat_17sep13;coccaal_sp;18,78783739
KanaalplasDeMaat_19jun13;Chrysococcus_rufescens;18,78783739
KanaalplasDeMaat_21aug13;Chrysococcus_rufescens;18,78783739
KanaalplasDeMaat_19jun13;Pseudokephyrion_conicum;18,78783739
KanaalplasDeMaat_19jun13;Cryptomonas_marssonii;18,78783739
KanaalplasDeMaat_17sep13;Gymnodinium_sp;18,78783739
GroteVijverMechelen_25aug08;Oocystis_borgei;18,60778646
GroteVijverMechelen_25aug08;Pandorina_morum;18,60778646
GroteVijverMechelen_25aug08;Sphaerocystis_planctonica_colonies;18,60778646
GroteVijverMechelen_25aug08;Euglena_sp;18,60778646
Hazewinkel_7oct14;Ceratium_hirudinella;18,46163143
Hazewinkel_17jun14;Fragillaria_crotonensis_cells;18,3555301
Hazewinkel_26aug14;Comasiella_arcuatus_var_gracilis;18,27608888
Hazewinkel_26aug14;Pseudanabaena_sp;18,27608888
KanaalplasDeMaat_17sep13;Anabaena_flos-aquae;18,13580015
KanaalplasDeMaat_17jul13;Nitzschia_acicularis;17,73884981
KanaalplasDeMaat_17jul13;Radiocystis_geminata_colonies;17,73884981
GroteVijverMechelen_27jun08;centricaat_sp;17,22943191
GroteVijverMechelen_27jun08;Sphaerocystis_schroeteri_cells;17,22943191
GroteVijverMechelen_27jun08;Dinobryon_faculiferum;17,22943191
KanaalplasDeMaat_16apr13;Nitzschia_acicularis;17,22218428
KanaalplasDeMaat_16apr13;Chlamydomonas_sp2;17,22218428
KanaalplasDeMaat_16apr13;Chrysococcus_cordiforme;17,22218428
KanaalplasDeMaat_16apr13;Cryptomonas_sp;17,22218428
KanaalplasDeMaat_16apr13;Mersimopedia_sp;17,22218428
Hazewinkel_17jun14;flagellaat_3to5_µm_1;17,13383332
Hazewinkel_23sep14;Cryptomonas_erosa;16,719872
Hazewinkel_20may14;Sphaerocystis_schroeteri_cells;16,63668856
Schulensmeer_24oct08;Stichococcus_bacillaris;16,61409506
RauwseMeer_17jul13;Cryptomonas_erosa;16,58496346
RauwseMeer_24oct13;Radiocystis_sp_cells;16,54545455
Hazewinkel_17jun14;Sphaerocystis_schroeteri_cells;16,42130286
GroteVijverMechelen_19sep08;Fragillaria_crotonensis_colonies;16,28181316
Vinne_25apr08;Navicula_sp_klein;15,82294767
Vinne_25apr08;Syncrypta_danubiensis;15,82294767
Vinne_25apr08;Chroomonas_acuta;15,82294767
RauwseMeer_24oct13;Chlamydomonas_sp;15,65653116
RauwseMeer_17sep13;Mallomonas_akrokomas;15,65653116
RauwseMeer_17sep13;Mallomonas_sp;15,65653116
