SampleId;species;individualsPerMl
RauwseMeer_17sep13;Gymnodinium_simplex;15,65653116
Schulensmeer_29may08;Trachelomonas_sp;15,64199026
Vinne_29may08;Monoraphidium_komarkovae;15,50648872
RauwseMeer_21may13;Chlorella_sp;15,49996585
RauwseMeer_21may13;cf_Dictyosphaerium_tetrachotomum_fallax_colonies;15,49996585
RauwseMeer_17apr13;Tetraedron_minimum;15,49996585
RauwseMeer_17apr13;coccaal_sp;15,49996585
RauwseMeer_21may13;Dinobryon_divergens;15,49996585
RauwseMeer_21may13;Chroomonas_acuta;15,49996585
RauwseMeer_17apr13;Katablepharis_ovalis;15,49996585
RauwseMeer_17apr13;Monosiga_ovata;15,49996585
KanaalplasDeMaat_17jul13;Peridiniopsis_elpatiewskyi;15,34240331
Blokkersdijk_25aug08;Cryptomonas_reflexa;15,22455256
Hazewinkel_26aug14;Ceratium_hirudinella;14,9730197
Blokkersdijk_9apr08;Cryptomonas_marssonii;14,89885887
GroteVijverMechelen_25aug08;Aulacoseira_granulata_angustissima_cel;14,89548242
Blokkersdijk_16jul08;Ankyra_judayi;14,7680845
Schulensmeer_29may08;Aulacoseira_granulata_angustissima_cel;14,7020346
RauwseMeer_17sep13;Quadrigula_pfitzerii;14,50864012
Vinne_19jun08;Euglena_sp2;14,50858678
GaversHarelbeke_27apr11;Asterionella_formosa_cells;14,44
Hazewinkel_23apr14;Aulacoseira_ambigua_cells;14,33131886
GroteVijverMechelen_25aug08;Aphanizomenon_flos-aquae;14,15756948
GroteVijverMechelen_7may08;Mallomonas_multiunca;14,09680793
KanaalplasDeMaat_24oct13;coccaal_sp_colony;14,09087804
RauwseMeer_21aug13;Chlamydomonas_sp;13,78320811
Hazewinkel_29jul14;pennaat_sp_1;13,55421077
Hazewinkel_29jul14;Coenochloris_pyrenoidosa_colonies;13,55421077
Hazewinkel_29jul14;Eudorina_elegans;13,55421077
Hazewinkel_29jul14;Oocystis_lacustris;13,55421077
Schulensmeer_24oct08;Oocystis_lacustris;13,29127605
Schulensmeer_24oct08;Scenedesmus_ecornis;13,29127605
Schulensmeer_24oct08;Chrysococcus_minutus;13,29127605
Hazewinkel_23apr14;Fragillaria_crotonensis_colonies;13,13704229
Hazewinkel_23sep14;Chlamydomonas_sp;13,13704229
KanaalplasDeMaat_21aug13;coccaal_sp;13,05777611
GroteVijverMechelen_16jul08;Nitzschia_acicularis;12,92207393
GroteVijverMechelen_16jul08;pennaat_sp_1;12,92207393
GroteVijverMechelen_16jul08;Chlamydocapsa_planctonica;12,92207393
GroteVijverMechelen_16jul08;Franceia_ovalis;12,92207393
GroteVijverMechelen_16jul08;Micractinium_pusillum;12,92207393
GroteVijverMechelen_16jul08;Nephrocytium_agardhianum;12,92207393
GroteVijverMechelen_16jul08;Treubaria_triappendiculata;12,92207393
GroteVijverMechelen_27jun08;coccaal_sp;12,92207393
GroteVijverMechelen_16jul08;coccaal_sp;12,92207393
GroteVijverMechelen_16jul08;Chrysococcus_minutus;12,92207393
GroteVijverMechelen_16jul08;Cryptomonas__rostratiformis;12,92207393
GroteVijverMechelen_16jul08;Pseudanabaena_sp;12,92207393
GroteVijverMechelen_16jul08;Woronichinia_obtusa;12,92207393
GroteVijverMechelen_16jul08;Gymnodinium_sp;12,92207393
Hazewinkel_7oct14;Cryptomonas_erosa;12,89343363
Blokkersdijk_25aug08;coccaal_sp;12,68712713
Vinne_25apr08;Rhodomonas_lacustris;12,65835814
RauwseMeer_21aug13;Pseudokephyrion_conicum;12,3323441
Vinne_29may08;Euglena_texta;12,09048898
KanaalplasDeMaat_17jul13;Diatoma_tenuis_cells;12,05474545
Hazewinkel_29jul14;Sphaerocystis_schroeteri_cells;12,04818735
Hazewinkel_29jul14;Ochromonas_sp;12,04818735
Hazewinkel_29jul14;Monosiga_ovata;12,04818735
Hazewinkel_17jun14;Quadrigula_lacustris;11,94276571
Hazewinkel_29jul14;Staurastrum_pingue;11,7741703
GroteVijverMechelen_7may08;Cryptomonas_obovata;11,74733994
Hazewinkel_20may14;Puncticulata_radiosa_balatonis;11,64568199
Hazewinkel_26aug14;Oocystis_borgei;11,64568199
Vinne_14jul08;Navicula_sp_klein;11,62986654
Vinne_29may08;Nitzschia_acicularis;11,62986654
Vinne_14jul08;Nitzschia_acicularis;11,62986654
Vinne_14jul08;Rhoicosphenia;11,62986654
Vinne_14jul08;pennaat_sp_1;11,62986654
Vinne_14jul08;Micractinium_pusillum;11,62986654
Vinne_14jul08;Monoraphidium_minutum;11,62986654
Vinne_14jul08;Codosiga_botrytis;11,62986654
Vinne_14jul08;Desmorella_brachycalyx;11,62986654
Vinne_29may08;Dinobryon_sp;11,62986654
Vinne_14jul08;Kephyrion_inconstans;11,62986654
Vinne_29may08;Mallomonas_akrokomas;11,62986654
Vinne_14jul08;Mallomonas_akrokomas;11,62986654
Vinne_14jul08;Mallomonas_tonsurata;11,62986654
Vinne_14jul08;Uroglena_sp;11,62986654
Vinne_29may08;Katablepharis_ovalis;11,62986654
Vinne_14jul08;Aphanocapsa;11,62986654
Vinne_14jul08;Oscillatoria_sp1;11,62986654
Vinne_14jul08;Gymnodinium_lantzschii;11,62986654
GroteVijverMechelen_19sep08;Peridinium_sp;11,62986654
Vinne_14jul08;Euglena_acus;11,62986654
Vinne_14jul08;Phacus_curvicauda;11,62986654
KanaalplasDeMaat_21aug13;Closterium_acutum_variabile;11,6069121
RauwseMeer_21aug13;Katablepharis_ovalis;11,6069121
KanaalplasDeMaat_21aug13;Peridiniopsis_elpatiewskyi;11,6069121
GroteVijverMechelen_27jun08;Aulacoseira_granulata_cells;11,60686942
Vinne_27aug08;Peridinium_sp;11,60686942
RauwseMeer_21may13;Cryptomonas_erosa;11,39964581
GroteVijverMechelen_16jul08;Asterionella_formosa_cells;11,24875323
GroteVijverMechelen_16jul08;Diatoma_tenuis_cells;11,24875323
GroteVijverMechelen_16jul08;Peridinium_aciculiferum;11,24875323
KanaalplasDeMaat_24oct13;Asterionella_formosa_colonies;11,10651206
Blokkersdijk_27jun08;Cosmarium_subprotumidum_var_pyramidale;11,07606337
Blokkersdijk_27jun08;Planktolyngbia;11,07606337
RauwseMeer_17jul13;Chrysococcus_rufescens;11,05664231
Blokkersdijk_25aug08;Anabaena_oscillarioides;10,99551018
RauwseMeer_24oct13;Cryptomonas_erosa;10,92737477
KanaalplasDeMaat_21aug13;Eutetramorus_fottii;10,88148009
Hazewinkel_26aug14;Oocystis_lacustris;10,81384756
Vinne_22sep08;Navicula_sp_groot;10,77152655
Vinne_22sep08;Pandorina_morum;10,77152655
Vinne_22sep08;Peridinium_sp2;10,77152655
Hazewinkel_23sep14;Chrysococcus_rufescens;10,74848914
GroteVijverMechelen_7may08;Cryptomonas_erosa;10,57260595
Schulensmeer_22sep08;Pediastrum_duplex_gracillimum;10,53215929
GroteVijverMechelen_19sep08;Ceratium_hirudinella;10,44618248
Schulensmeer_29may08;Navicula_sp_klein;10,42799351
Schulensmeer_29may08;Chlamydomonas_sp;10,42799351
Schulensmeer_29may08;Coelastrum_microporum;10,42799351
Schulensmeer_29may08;Cryptomonas_marssonii;10,42799351
RauwseMeer_17apr13;Gomphonema_sp;10,33331057
RauwseMeer_21may13;Monoraphidium_contortum;10,33331057
RauwseMeer_17apr13;Cryptomonas_erosa;10,33331057
RauwseMeer_21may13;Rhodomonas_lacustris;10,33331057
RauwseMeer_21may13;Chroococcus_tungidus;10,33331057
GroteVijverMechelen_16jul08;Dinobryon_cilindrica;10,31135713
Hazewinkel_23apr14;Carteria_sp;10,29890244
Hazewinkel_23apr14;Bicosoeca_sp;10,29890244
Hazewinkel_23apr14;Rhodomonas_lacustris;10,29890244
Hazewinkel_23apr14;Cyanodiction_planctonicum;10,29890244
GroteVijverMechelen_9apr08;Asterionella_formosa_colonies;10,17189493
GroteVijverMechelen_9apr08;Monoraphidium_contortum;10,17189493
GroteVijverMechelen_9apr08;Gymnodinium_helveticum;10,17189493
KanaalplasDeMaat_17sep13;Pandorina_morum;10,15604808
RauwseMeer_17sep13;Cryptomonas_erosa;10,15604808
Blokkersdijk_25aug08;Gomphonema_sp;10,14970171
Schulensmeer_27aug08;Aulacoseira_granulata_colonies;10,05928683
Schulensmeer_14jul08;Woronichinia_naegliana;10
Blokkersdijk_9apr08;Ankyra_judayi;9,848398239
Vinne_19jun08;Amphora_sp;9,69155545
Vinne_19jun08;Gomphonema_intricatum;9,69155545
Vinne_19jun08;Nitzschia_acicularis;9,69155545
Vinne_19jun08;Nitzschia_palea;9,69155545
Vinne_19jun08;pennaat_sp_2;9,69155545
Vinne_19jun08;Pandorina_morum;9,69155545
Vinne_19jun08;Chrysococcus_biporus;9,69155545
Vinne_19jun08;Dinobryon_divergens;9,69155545
Vinne_19jun08;Dinobryon_sertularia;9,69155545
Vinne_19jun08;Syncrypta_eleochrus;9,69155545
Vinne_19jun08;Pseudanabaena_sp;9,69155545
Vinne_19jun08;Euglena_limnophila;9,69155545
Vinne_19jun08;Trachelomonas_klebsii;9,69155545
Vinne_19jun08;Trachelomonas_nigra;9,69155545
Hazewinkel_23sep14;Chlamydomonas_sp2;9,554212571
GaversHarelbeke_27apr11;Ankyra_judayi;9,525528746
GaversHarelbeke_27apr11;Cryptomonas_marssonii;9,525528746
Vinne_25apr08;Peridinium_sp;9,493768604
Schulensmeer_19jun08;Actinastrum_hantzschii;9,47894336
RauwseMeer_21aug13;Chrysococcus_rufescens;9,430616078
KanaalplasDeMaat_17sep13;Actinocyclus_sp;9,393918697
KanaalplasDeMaat_19jun13;Nitzschia_acicularis;9,393918697
KanaalplasDeMaat_19jun13;pennaat_sp_1;9,393918697
KanaalplasDeMaat_24oct13;centricaat_sp1;9,393918697
KanaalplasDeMaat_17sep13;Coelastrum_astroideum;9,393918697
KanaalplasDeMaat_21aug13;Desmodesmus_denticulatus;9,393918697
KanaalplasDeMaat_21aug13;Desmodesmus_granulatus;9,393918697
KanaalplasDeMaat_19jun13;Desmodesmus_pleiomorphus;9,393918697
KanaalplasDeMaat_19jun13;Eudorina_unicocca;9,393918697
KanaalplasDeMaat_19jun13;Koliella_spiculiformis;9,393918697
KanaalplasDeMaat_21aug13;Monoraphidium_komarkovae;9,393918697
KanaalplasDeMaat_21aug13;Scenedesmus_ecornis;9,393918697
KanaalplasDeMaat_21aug13;Scenedesmus_obliquus;9,393918697
KanaalplasDeMaat_19jun13;coccaal_sp;9,393918697
RauwseMeer_19jun13;Dinobryon_suecicum;9,393918697
KanaalplasDeMaat_19jun13;Uroglena_sp;9,393918697
KanaalplasDeMaat_19jun13;Chroomonas_nordstedtii;9,393918697
RauwseMeer_21aug13;Aphanothece_sp;9,393918697
KanaalplasDeMaat_17sep13;Gymnodinium_simplex;9,393918697
KanaalplasDeMaat_19jun13;Trachelomonas_rugulosa;9,393918697
KanaalplasDeMaat_19jun13;Trachelomonas_volvocinopsis;9,393918697
KanaalplasDeMaat_17sep13;flagellaat_10to20_µm;9,393918697
GroteVijverMechelen_25aug08;Ankyra_judayi;9,303893232
GroteVijverMechelen_19sep08;Pandorina_morum;9,303893232
GroteVijverMechelen_25aug08;Pediastrum_duplex_gracillimum;9,303893232
GroteVijverMechelen_25aug08;Phacotus_sp;9,303893232
Blokkersdijk_25aug08;coccaal_sp_groot;9,303893232
GroteVijverMechelen_25aug08;Chrysococcus_minutus;9,303893232
GroteVijverMechelen_25aug08;Mallomonas_sp;9,303893232
GroteVijverMechelen_25aug08;Peridinium_aciculiferum;9,303893232
GroteVijverMechelen_25aug08;Trachelomonas_sp;9,303893232
Blokkersdijk_16jul08;Nitzschia_acicularis;9,23005281
Hazewinkel_20may14;Desmodesmus_aculeolatus;9,138044438
Hazewinkel_20may14;Kephyrion_littorale;9,138044438
Hazewinkel_20may14;Kephyrion_sitta;9,138044438
Hazewinkel_20may14;Kephyrion_starmachii;9,138044438
RauwseMeer_21may13;centricaat_sp1;9,119716647
Hazewinkel_29jul14;coccaal_sp;9,036140515
Schulensmeer_27aug08;Anabaena_planctonica;9
Hazewinkel_26aug14;Anabaena_circinalis;9
Hazewinkel_17jun14;Oocystis_borgei;8,957074286
Hazewinkel_17jun14;Oocystis_solitaria;8,957074286
GaversHarelbeke_27apr11;coccaal_10to20_µm;8,930183199
KanaalplasDeMaat_17jul13;Aulacoseira_cf_italica_tenuissima_colonies;8,869424903
KanaalplasDeMaat_17jul13;coccaal_sp_groot;8,869424903
KanaalplasDeMaat_17jul13;Mallomonas_tonsurata;8,869424903
Hazewinkel_23sep14;Ceratium_hirudinella;8,817444935
Hazewinkel_26aug14;Planktothrix_rubescens;8,790485125
Schulensmeer_19jun08;Anabaena_flos-aquae;8,69
Vinne_22sep08;Eunotia_sp;8,617221236
GroteVijverMechelen_27jun08;Ankyra_judayi;8,614715956
GroteVijverMechelen_27jun08;Kephyrion_littorale;8,614715956
GroteVijverMechelen_27jun08;Cryptomonas_marssonii;8,614715956
KanaalplasDeMaat_16apr13;Fragilaria_sp;8,611092139
KanaalplasDeMaat_16apr13;Scenedesmus_ecornis;8,611092139
KanaalplasDeMaat_16apr13;Scenedesmus_obtusus;8,611092139
KanaalplasDeMaat_16apr13;Spermatozopsis_exsultans;8,611092139
KanaalplasDeMaat_16apr13;Chrysococcus_minutus;8,611092139
KanaalplasDeMaat_16apr13;Bicosoeca_ainikkiae;8,611092139
KanaalplasDeMaat_16apr13;Cryptomonas_erosa;8,611092139
KanaalplasDeMaat_16apr13;cf_Paramastix_conifera;8,611092139
Blokkersdijk_9apr08;Navicula_sp_klein;8,58578308
Schulensmeer_27aug08;Peridinium_sp;8,511704241
Blokkersdijk_25aug08;Nitzschia_acicularis;8,458084757
RauwseMeer_19jun13;Asterionella_formosa_cells;8,44
GroteVijverMechelen_16jul08;Peridinium_sp;8,436564925
Hazewinkel_26aug14;Staurastrum_planctonicum;8,318344279
Blokkersdijk_16jul08;Navicula_sp_klein;8,307047529
GroteVijverMechelen_25aug08;Diatoma_tenuis_cells;8,124808594
Blokkersdijk_27jun08;Cosmarium_formosulum;8,122446473
Schulensmeer_22sep08;Anabaena_planctonica;8
RauwseMeer_17jul13;Coenochloris_pyrenoidosa_cells;7,882040816
RauwseMeer_24oct13;Nitzschia_sp;7,82826558
RauwseMeer_17sep13;Elakotothrix_geneviensis;7,82826558
RauwseMeer_17sep13;Monoraphidium_minutum;7,82826558
RauwseMeer_24oct13;Dinobryon_suecicum;7,82826558
RauwseMeer_17sep13;Kephyrion_spirale;7,82826558
RauwseMeer_24oct13;Pseudokephyrion_conicum;7,82826558
RauwseMeer_24oct13;Katablepharis_ovalis;7,82826558
Vinne_29may08;Navicula_sp_groot;7,75324436
Vinne_29may08;Coelastrum_microporum;7,75324436
Vinne_29may08;Monoraphidium_contortum;7,75324436
Vinne_29may08;ovaal_5to10_µm;7,75324436
Vinne_19jun08;Navicula_sp_groot;7,737912947
Vinne_27aug08;Tetraedriella_spinigera;7,737912947
RauwseMeer_19jun13;Coenochloris_pyrenoidosa_colonies;7,68450124
Blokkersdijk_25aug08;Colacium_sp;7,612276281
Schulensmeer_19jun08;Eudorina_elegans;7,583154688
Hazewinkel_29jul14;Nephrocytium_agardhianum;7,530117096
Hazewinkel_29jul14;Scenedesmus_elepticus_small;7,530117096
Hazewinkel_29jul14;flagellaat_10to20_µm;7,530117096
KanaalplasDeMaat_16apr13;Diatoma_tenuis_cells;7,506705539
Hazewinkel_17jun14;Cryptomonas_marssonii;7,464228571
Blokkersdijk_16jul08;pennaat_sp_1;7,384042248
KanaalplasDeMaat_19jun13;Pandorina_morum;7,25432006
RauwseMeer_21aug13;Cryptomonas_erosa;7,25432006
KanaalplasDeMaat_19jun13;Peridinium_umbonatum;7,25432006
Hazewinkel_23apr14;Cryptomonas_ovata;7,165659429
Hazewinkel_23sep14;Rhodomonas_lacustris;7,165659429
Blokkersdijk_9apr08;Katablepharis_ovalis;7,070644889
GroteVijverMechelen_7may08;Sphaerocystis_schroeteri_cells;7,048403964
GroteVijverMechelen_19sep08;Desmodesmus_armatus;6,977919924
RauwseMeer_21may13;Asterionella_formosa_cells;6,839787485
RauwseMeer_21may13;Stephanodiscus_rotula;6,839787485
RauwseMeer_24oct13;Asterionella_formosa_cells;6,807217069
GroteVijverMechelen_9apr08;Euglena_sp;6,781263289
KanaalplasDeMaat_17jul13;Dinobryon_divergens;6,780057485
Vinne_27aug08;Phacus_pyrum;6,770673828
Blokkersdijk_25aug08;Navicula_sp_klein;6,766467805
Hazewinkel_26aug14;Woloszynskia_pseudopalustris;6,654675423
Schulensmeer_24oct08;Nitzschia_sp;6,645638023
Schulensmeer_24oct08;Desmodesmus_opoliensis;6,645638023
Schulensmeer_24oct08;Planktosphaeria_gelatinosa;6,645638023
Schulensmeer_24oct08;Cryptomonas_sp;6,645638023
RauwseMeer_17sep13;Ankyra_judayi;6,528888054
RauwseMeer_21aug13;coccaal_sp_groot;6,528888054
RauwseMeer_21aug13;Bitrichia_chodatii;6,528888054
RauwseMeer_19jun13;Cryptomonas_marssonii;6,528888054
Blokkersdijk_16jul08;Planktolyngbia;6,461036967
Blokkersdijk_16jul08;Pseudanabaena_limnetica;6,461036967
Vinne_25apr08;Navicula_sp_groot;6,32917907
Vinne_25apr08;Tabellaria_fenestrata;6,32917907
Vinne_25apr08;pennaat_sp_1;6,32917907
Vinne_25apr08;Mougeotia_sp;6,32917907
Vinne_25apr08;Pseudokephyrion_conicum;6,32917907
Vinne_25apr08;Katablepharis_ovalis;6,32917907
Vinne_25apr08;Oscillatoria_sp1;6,32917907
Vinne_25apr08;Euglena_sp;6,32917907
KanaalplasDeMaat_17sep13;Aulacoseira_cf_italica_broad_colonies;6,181818182
RauwseMeer_17sep13;Fragillaria_crotonensis_cells;6,068222621
Hazewinkel_29jul14;Aulacoseira_ambigua_cells;6,024093677
Hazewinkel_29jul14;Closterium_acutum_variabile;6,024093677
Hazewinkel_29jul14;Oocystis_rhomboida;6,024093677
Hazewinkel_23sep14;Planktothrix_rubescens;5,998201313
RauwseMeer_17jul13;Asterionella_formosa_cells;5,976834298
RauwseMeer_17jul13;Bitrichia_chodatii;5,976834298
Hazewinkel_17jun14;Rhoicosphenia;5,971382857
Hazewinkel_17jun14;Puncticulata_radiosa_balatonis;5,971382857
Hazewinkel_17jun14;Phacotus_minusculus;5,971382857
Hazewinkel_23apr14;Sphaerocystis_schroeteri_cells;5,971382857
Blokkersdijk_27jun08;Chlamydomonas_sp;5,907233798
Blokkersdijk_27jun08;Cryptomonas_marssonii;5,907233798
Blokkersdijk_27jun08;Pseudanabaena_limnetica;5,907233798
GroteVijverMechelen_16jul08;Aphanizomenon_flos-aquae;5,874792206
GroteVijverMechelen_7may08;Chlamydomonas_sp;5,87366997
GroteVijverMechelen_7may08;Dinobryon_divergens;5,87366997
Hazewinkel_26aug14;Asterionella_formosa_colonies;5,822840995
Hazewinkel_20may14;Mallomonas_sp;5,822840995
KanaalplasDeMaat_21aug13;Coenochloris_pyrenoidosa_cells;5,803456048
KanaalplasDeMaat_21aug13;Chrysococcus_cf_hevarlensis;5,803456048
KanaalplasDeMaat_21aug13;Gymnodinium_simplex;5,803456048
Vinne_27aug08;Cyclotella_meneghiniana;5,80343471
Vinne_27aug08;Uroglena_volvox;5,80343471
Vinne_19jun08;Euglena_acus;5,80343471
KanaalplasDeMaat_21may13;Aulacoseira_cf_italica_tenuissima_colonies;5,699822904
KanaalplasDeMaat_21may13;Monoraphidium_tortile;5,699822904
KanaalplasDeMaat_21may13;coccaal_sp;5,699822904
RauwseMeer_21may13;Colacium_sp;5,699822904
KanaalplasDeMaat_17jul13;Asterionella_formosa_cells;5,682951429
GroteVijverMechelen_16jul08;Nitzschia_sp;5,624376617
GroteVijverMechelen_16jul08;Ankyra_judayi;5,624376617
Blokkersdijk_7may08;Rhodomonas_lacustris;5,538031686
RauwseMeer_17jul13;Quadrigula_lacustris;5,528321153
RauwseMeer_17jul13;Quadrigula_korvikovii;5,528321153
RauwseMeer_17jul13;Dinobryon_acuminatum;5,528321153
RauwseMeer_17jul13;Kephyrion_spirale;5,528321153
RauwseMeer_17jul13;Rhodomonas_lacustris;5,528321153
RauwseMeer_17jul13;Aphanothece_minutissima;5,528321153
GaversHarelbeke_27apr11;Mallomonas_sp;5,358109919
Blokkersdijk_9apr08;Stephanodiscus_hantzschii;5,302983667
Schulensmeer_22sep08;Scenedesmus_arcuatus_platydiscus;5,266079644
Schulensmeer_29may08;Stephanodiscus_hantzschii;5,213996754
Schulensmeer_29may08;Monoraphidium_convolutum;5,213996754
Schulensmeer_29may08;Staurastrum_chaetoceras;5,213996754
Schulensmeer_29may08;Staurastrum_planctonicum;5,213996754
Schulensmeer_29may08;Pseudanabaena_limnetica;5,213996754
KanaalplasDeMaat_19jun13;Aulacoseira_cf_italica_broad_cells;5,181657186
KanaalplasDeMaat_19jun13;Staurastrum_planctonicum;5,181657186
KanaalplasDeMaat_19jun13;Mallomonas_acaroïdes;5,181657186
Blokkersdijk_27jun08;Fragilaria_sp;5,168829573
RauwseMeer_17apr13;Aulacoseira_subborealis;5,166655283
RauwseMeer_17apr13;Diatoma_tenuis_colonies;5,166655283
RauwseMeer_17apr13;Chlamydomonas_sp;5,166655283
RauwseMeer_21may13;Keratococcus_suecicus;5,166655283
RauwseMeer_17apr13;Koliella_spiculiformis;5,166655283
RauwseMeer_17apr13;Monoraphidium_contortum;5,166655283
RauwseMeer_17apr13;Scenedesmus_ecornis;5,166655283
RauwseMeer_21may13;Dinobryon_acuminatum;5,166655283
KanaalplasDeMaat_17sep13;Coelastrum_microporum;5,078024042
RauwseMeer_21aug13;Dinobryon_acuminatum;5,078024042
RauwseMeer_21aug13;Mallomonas_acaroïdes;5,078024042
RauwseMeer_19jun13;Uroglena_sp;5,078024042
KanaalplasDeMaat_17sep13;Cryptomonas_ovata;5,078024042
Blokkersdijk_25aug08;Nitzschia_sp;5,074850854
Schulensmeer_14jul08;Anabaena_planctonica;5
Schulensmeer_14jul08;Anabaena_sp;5
Schulensmeer_22sep08;Woronichinia_naegliana;5
Hazewinkel_26aug14;pennaat_sp_1;4,991006567
Hazewinkel_26aug14;Scenedesmus_elepticus_small;4,991006567
Vinne_19jun08;Fragilaria_ulna_ulna;4,836195592
Vinne_27aug08;Pandorina_morum;4,836195592
Hazewinkel_23sep14;Oocystis_solitaria;4,777106286
Hazewinkel_23sep14;flagellaat_3to5_µm_1;4,777106286
Schulensmeer_14jul08;Microcystis_flos_aquae;4,72
Schulensmeer_19jun08;Woronichinia_naegliana;4,72
GroteVijverMechelen_7may08;Katablepharis_ovalis;4,698935976
KanaalplasDeMaat_24oct13;Actinocyclus_sp;4,696959348
KanaalplasDeMaat_24oct13;Cyclotella_sp_klein;4,696959348
KanaalplasDeMaat_24oct13;Desmodesmus_aculeolatus;4,696959348
KanaalplasDeMaat_24oct13;Nephrocytium_agardhianum;4,696959348
RauwseMeer_19jun13;Spermatozopsis_exsultans;4,696959348
RauwseMeer_19jun13;Kephyrion_boreale;4,696959348
RauwseMeer_19jun13;Kephyrion_spirale;4,696959348
RauwseMeer_19jun13;Pedinella_sp;4,696959348
KanaalplasDeMaat_24oct13;Chroomonas_acuta;4,696959348
KanaalplasDeMaat_24oct13;Cryptomonas_marssonii;4,696959348
RauwseMeer_19jun13;Katablepharis_ovalis;4,696959348
RauwseMeer_19jun13;Gymnodinium_lantzschii;4,696959348
GroteVijverMechelen_19sep08;Mallomonas_acaroïdes;4,651946616
Blokkersdijk_16jul08;coccaal_sp;4,615026405
KanaalplasDeMaat_21may13;Cryptomonas_marssonii;4,559858323
KanaalplasDeMaat_21may13;flagellaat_5to10_µm;4,559858323
Blokkersdijk_9apr08;flagellaat_3to5_µm_1;4,545414572
Hazewinkel_29jul14;Phacotus_lendneri;4,518070258
Hazewinkel_29jul14;Planktosphaeria_gelatinosa;4,518070258
Hazewinkel_29jul14;Mallomonas_sp;4,518070258
Hazewinkel_29jul14;Aphanocapsa;4,518070258
Hazewinkel_29jul14;Gymnodinium_simplex;4,518070258
Hazewinkel_17jun14;Comasiella_arcuatus_var_gracilis;4,478537143
Hazewinkel_17jun14;Nephrocytium_agardhianum;4,478537143
Hazewinkel_17jun14;Planktosphaeria_gelatinosa;4,478537143
KanaalplasDeMaat_17jul13;Aulacoseira_cf_italica_narrow_cells;4,434712451
KanaalplasDeMaat_17jul13;Monoraphidium_contortum;4,434712451
KanaalplasDeMaat_17jul13;Mougeotia_sp;4,434712451
KanaalplasDeMaat_17jul13;Scenedesmus_ecornis;4,434712451
KanaalplasDeMaat_17jul13;coccaal_sp;4,434712451
KanaalplasDeMaat_17jul13;Dinobryon_faculiferum;4,434712451
KanaalplasDeMaat_17jul13;Katablepharis_ovalis;4,434712451
KanaalplasDeMaat_17jul13;Trachelomonas_volvocinopsis;4,434712451
KanaalplasDeMaat_17jul13;unidentified_euglenophyte;4,383543802
RauwseMeer_17sep13;Asterionella_formosa_colonies;4,352592036
KanaalplasDeMaat_17sep13;centricaat_sp_klein_kolonie;4,352592036
RauwseMeer_19jun13;Coenochloris_sp;4,352592036
RauwseMeer_21aug13;Quadrigula_lacustris;4,352592036
RauwseMeer_21aug13;Gymnodinium_simplex;4,352592036
Vinne_22sep08;Fragilaria_ulna_ulna;4,308610618
Vinne_22sep08;Syncrypta_eleochrus_kolonies;4,308610618
GroteVijverMechelen_27jun08;Fragilaria_sp;4,307357978
GroteVijverMechelen_27jun08;Surirella_sp;4,307357978
GroteVijverMechelen_27jun08;pennaat_sp_1;4,307357978
GroteVijverMechelen_27jun08;Desmodesmus_opoliensis;4,307357978
GroteVijverMechelen_27jun08;Monoraphidium_contortum;4,307357978
GroteVijverMechelen_27jun08;Sphaerocystis_schroeteri_colonies;4,307357978
GroteVijverMechelen_27jun08;Uroglena_sp;4,307357978
GroteVijverMechelen_27jun08;Cryptomonas_ovata;4,307357978
GroteVijverMechelen_27jun08;Cryptomonas_sp;4,307357978
GroteVijverMechelen_27jun08;Euglena_sp;4,307357978
GroteVijverMechelen_27jun08;Trachelomonas_rugulosa;4,307357978
GroteVijverMechelen_27jun08;Trachelomonas_sp;4,307357978
Blokkersdijk_25aug08;pennaat_sp_1;4,229042378
RauwseMeer_17apr13;cf_Paramastix_conifera;4,222521866
GroteVijverMechelen_25aug08;Anabaena_flos-aquae;4,2
GaversHarelbeke_27apr11;Cyclotella_sp_klein;4,167418826
GaversHarelbeke_27apr11;coccaal_sp;4,167418826
Schulensmeer_24oct08;Asterionella_formosa_colonies;4,053192496
Schulensmeer_14jul08;Anabaena_subcylindrica;4
Vinne_29may08;Gomphonema_sp;3,87662218
Vinne_29may08;Desmodesmus_quadricauda;3,87662218
Vinne_29may08;Didymocystis_inconspica;3,87662218
Vinne_29may08;Golenkinia_radiata;3,87662218
Vinne_29may08;Tetraedron_minimum;3,87662218
Vinne_29may08;Limnothrix_redekei;3,87662218
Vinne_29may08;Oscillatoria_sp1;3,87662218
Vinne_29may08;Pseudanabaena_sp;3,87662218
Vinne_29may08;Euglena_sp;3,87662218
Vinne_29may08;Trachelomonas_sp;3,87662218
Vinne_19jun08;Diatoma_tenuis_cells;3,868956473
Vinne_14jul08;Peridinium_sp2;3,868956473
KanaalplasDeMaat_17jul13;Diatoma_tenuis_colonies;3,835600826
Schulensmeer_19jun08;Ankistrodesmus_fusiformis;3,791577344
Schulensmeer_19jun08;Staurastrum_paradoxum;3,791577344
Schulensmeer_19jun08;Peridinium_sp;3,791577344
Blokkersdijk_29sep08;Amphora_sp;3,787845476
Blokkersdijk_29sep08;Nitzschia_palea;3,787845476
Blokkersdijk_29sep08;Chlamydomonas_sp;3,787845476
GroteVijverMechelen_16jul08;Surirella_sp;3,749584411
GroteVijverMechelen_16jul08;pennaat_sp_2;3,749584411
