occurenceID;type;event ID;scientificName;basisOfRecord;samplingProtocol;identifiedBy;species;phylum;oranismQuantityType;organismQuantity
Ugent:Ecopot2:1210;event;KanaalplasDeMaat_19jun13;Trachelomonas rugulosa;HumanObservation;watersample;J. Van Wichelen;Trachelomonas rugulosa;Euglenozoa;Calculated Individuals per liter;9,393918697
Ugent:Ecopot2:1211;event;KanaalplasDeMaat_19jun13;Trachelomonas volvocinopsis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocinopsis;Euglenozoa;Calculated Individuals per liter;9,393918697
Ugent:Ecopot2:1212;event;KanaalplasDeMaat_19jun13;Uroglena sp.;HumanObservation;watersample;J. Van Wichelen;Uroglena sp.;Ochrophyta;Calculated Individuals per liter;9,393918697
Ugent:Ecopot2:1213;event;RauwseMeer_21aug13;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;9,430616078
Ugent:Ecopot2:1214;event;Schulensmeer_19jun08;Actinastrum hantzschii;HumanObservation;watersample;J. Van Wichelen;Actinastrum hantzschii;Chlorophyta;Calculated Individuals per liter;9,47894336
Ugent:Ecopot2:1215;event;Vinne_25apr08;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;9,493768604
Ugent:Ecopot2:1216;event;GaversHarelbeke_27apr11;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;9,525528746
Ugent:Ecopot2:1217;event;GaversHarelbeke_27apr11;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;9,525528746
Ugent:Ecopot2:1218;event;Hazewinkel_23sep14;Chlamydomonas sp. (b);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (b);Chlorophyta;Calculated Individuals per liter;9,554212571
Ugent:Ecopot2:1219;event;Vinne_19jun08;Amphora sp.;HumanObservation;watersample;J. Van Wichelen;Amphora sp.;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1220;event;Vinne_19jun08;Bacillariophyta sp. (b);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (b);Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1221;event;Vinne_19jun08;Chrysococcus biporus;HumanObservation;watersample;J. Van Wichelen;Chrysococcus biporus;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1222;event;Vinne_19jun08;Dinobryon divergens;HumanObservation;watersample;J. Van Wichelen;Dinobryon divergens;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1223;event;Vinne_19jun08;Dinobryon sertularia;HumanObservation;watersample;J. Van Wichelen;Dinobryon sertularia;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1224;event;Vinne_19jun08;Euglena limnophila;HumanObservation;watersample;J. Van Wichelen;Euglena limnophila;Euglenozoa;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1225;event;Vinne_19jun08;Gomphonema intricatum;HumanObservation;watersample;J. Van Wichelen;Gomphonema intricatum;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1226;event;Vinne_19jun08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1227;event;Vinne_19jun08;Nitzschia palea;HumanObservation;watersample;J. Van Wichelen;Nitzschia palea;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1228;event;Vinne_19jun08;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1229;event;Vinne_19jun08;Pseudanabaena sp.;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena sp.;Cyanobacteria;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1230;event;Vinne_19jun08;Syncrypta eleochrus;HumanObservation;watersample;J. Van Wichelen;Syncrypta eleochrus;Ochrophyta;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1231;event;Vinne_19jun08;Trachelomonas klebsii;HumanObservation;watersample;J. Van Wichelen;Trachelomonas klebsii;Euglenozoa;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1232;event;Vinne_19jun08;Trachelomonas nigra;HumanObservation;watersample;J. Van Wichelen;Trachelomonas nigra;Euglenozoa;Calculated Individuals per liter;9,69155545
Ugent:Ecopot2:1233;event;Blokkersdijk_9apr08;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;9,848398239
Ugent:Ecopot2:1234;event;Schulensmeer_14jul08;Woronichinia naegliana;HumanObservation;watersample;J. Van Wichelen;Woronichinia naegliana;Cyanobacteria;Calculated Individuals per liter;10
Ugent:Ecopot2:1235;event;Blokkersdijk_25aug08;Gomphonema sp.;HumanObservation;watersample;J. Van Wichelen;Gomphonema sp.;Ochrophyta;Calculated Individuals per liter;10,14970171
Ugent:Ecopot2:1236;event;RauwseMeer_17sep13;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;10,15604808
Ugent:Ecopot2:1237;event;KanaalplasDeMaat_17sep13;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;10,15604808
Ugent:Ecopot2:1238;event;GroteVijverMechelen_9apr08;Gymnodinium helveticum;HumanObservation;watersample;J. Van Wichelen;Gymnodinium helveticum;Dinophyta;Calculated Individuals per liter;10,17189493
Ugent:Ecopot2:1239;event;GroteVijverMechelen_9apr08;Monoraphidium contortum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium contortum;Chlorophyta;Calculated Individuals per liter;10,17189493
Ugent:Ecopot2:1240;event;Hazewinkel_23apr14;Bicosoeca sp.;HumanObservation;watersample;J. Van Wichelen;Bicosoeca sp.;Bicoecea;Calculated Individuals per liter;10,29890244
Ugent:Ecopot2:1241;event;Hazewinkel_23apr14;Carteria sp.;HumanObservation;watersample;J. Van Wichelen;Carteria sp.;Chlorophyta;Calculated Individuals per liter;10,29890244
Ugent:Ecopot2:1242;event;Hazewinkel_23apr14;Cyanodiction planctonicum;HumanObservation;watersample;J. Van Wichelen;Cyanodiction planctonicum;Cyanobacteria;Calculated Individuals per liter;10,29890244
Ugent:Ecopot2:1243;event;Hazewinkel_23apr14;Rhodomonas lacustris;HumanObservation;watersample;J. Van Wichelen;Rhodomonas lacustris;Cryptophyta;Calculated Individuals per liter;10,29890244
Ugent:Ecopot2:1244;event;GroteVijverMechelen_16jul08;Dinobryon cilindrica;HumanObservation;watersample;J. Van Wichelen;Dinobryon cilindrica;Ochrophyta;Calculated Individuals per liter;10,31135713
Ugent:Ecopot2:1245;event;RauwseMeer_21may13;Chroococcus tungidus;HumanObservation;watersample;J. Van Wichelen;Chroococcus tungidus;Cyanobacteria;Calculated Individuals per liter;10,33331057
Ugent:Ecopot2:1246;event;RauwseMeer_17apr13;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;10,33331057
Ugent:Ecopot2:1247;event;RauwseMeer_17apr13;Gomphonema sp.;HumanObservation;watersample;J. Van Wichelen;Gomphonema sp.;Ochrophyta;Calculated Individuals per liter;10,33331057
Ugent:Ecopot2:1248;event;RauwseMeer_21may13;Monoraphidium contortum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium contortum;Chlorophyta;Calculated Individuals per liter;10,33331057
Ugent:Ecopot2:1249;event;RauwseMeer_21may13;Rhodomonas lacustris;HumanObservation;watersample;J. Van Wichelen;Rhodomonas lacustris;Cryptophyta;Calculated Individuals per liter;10,33331057
Ugent:Ecopot2:1250;event;Schulensmeer_29may08;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;10,42799351
Ugent:Ecopot2:1251;event;Schulensmeer_29may08;Coelastrum microporum;HumanObservation;watersample;J. Van Wichelen;Coelastrum microporum;Chlorophyta;Calculated Individuals per liter;10,42799351
Ugent:Ecopot2:1252;event;Schulensmeer_29may08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;10,42799351
Ugent:Ecopot2:1253;event;Schulensmeer_29may08;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;10,42799351
Ugent:Ecopot2:1254;event;GroteVijverMechelen_19sep08;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;10,44618248
Ugent:Ecopot2:1255;event;Schulensmeer_22sep08;Pediastrum duplex gracillimum;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex gracillimum;Chlorophyta;Calculated Individuals per liter;10,53215929
Ugent:Ecopot2:1256;event;GroteVijverMechelen_7may08;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;10,57260595
Ugent:Ecopot2:1257;event;Hazewinkel_23sep14;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;10,74848914
Ugent:Ecopot2:1258;event;Vinne_22sep08;Navicula sp. (b);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (b);Ochrophyta;Calculated Individuals per liter;10,77152655
Ugent:Ecopot2:1259;event;Vinne_22sep08;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;10,77152655
Ugent:Ecopot2:1260;event;Vinne_22sep08;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;10,77152655
Ugent:Ecopot2:1261;event;Hazewinkel_26aug14;Oocystis lacustris;HumanObservation;watersample;J. Van Wichelen;Oocystis lacustris;Chlorophyta;Calculated Individuals per liter;10,81384756
Ugent:Ecopot2:1262;event;KanaalplasDeMaat_21aug13;Eutetramorus fottii;HumanObservation;watersample;J. Van Wichelen;Eutetramorus fottii;Chlorophyta;Calculated Individuals per liter;10,88148009
Ugent:Ecopot2:1263;event;RauwseMeer_24oct13;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;10,92737477
Ugent:Ecopot2:1264;event;Blokkersdijk_25aug08;Anabaena oscillarioides;HumanObservation;watersample;J. Van Wichelen;Anabaena oscillarioides;Cyanobacteria;Calculated Individuals per liter;10,99551018
Ugent:Ecopot2:1265;event;RauwseMeer_17jul13;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;11,05664231
Ugent:Ecopot2:1266;event;Blokkersdijk_27jun08;Cosmarium subprotumidum var. pyramidale;HumanObservation;watersample;J. Van Wichelen;Cosmarium subprotumidum var. pyramidale;Chlorophyta;Calculated Individuals per liter;11,07606337
Ugent:Ecopot2:1267;event;Blokkersdijk_27jun08;Planktolyngbia sp.;HumanObservation;watersample;J. Van Wichelen;Planktolyngbia sp.;Cyanobacteria;Calculated Individuals per liter;11,07606337
Ugent:Ecopot2:1268;event;GroteVijverMechelen_16jul08;Asterionella formosa;HumanObservation;watersample;J. Van Wichelen;Asterionella formosa;Ochrophyta;Calculated Individuals per liter;11,24875323
Ugent:Ecopot2:1269;event;GroteVijverMechelen_16jul08;Diatoma tenuis;HumanObservation;watersample;J. Van Wichelen;Diatoma tenuis;Ochrophyta;Calculated Individuals per liter;11,24875323
Ugent:Ecopot2:1270;event;GroteVijverMechelen_16jul08;Peridinium aciculiferum;HumanObservation;watersample;J. Van Wichelen;Peridinium aciculiferum;Dinophyta;Calculated Individuals per liter;11,24875323
Ugent:Ecopot2:1271;event;RauwseMeer_21may13;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;11,39964581
Ugent:Ecopot2:1272;event;GroteVijverMechelen_27jun08;Aulacoseira granulata;HumanObservation;watersample;J. Van Wichelen;Aulacoseira granulata;Ochrophyta;Calculated Individuals per liter;11,60686942
Ugent:Ecopot2:1273;event;Vinne_27aug08;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;11,60686942
Ugent:Ecopot2:1274;event;KanaalplasDeMaat_21aug13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;11,6069121
Ugent:Ecopot2:1275;event;RauwseMeer_21aug13;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;11,6069121
Ugent:Ecopot2:1276;event;KanaalplasDeMaat_21aug13;Peridiniopsis elpatiewskyi;HumanObservation;watersample;J. Van Wichelen;Peridiniopsis elpatiewskyi;Dinophyta;Calculated Individuals per liter;11,6069121
Ugent:Ecopot2:1277;event;Vinne_14jul08;Aphanocapsa sp. (a);HumanObservation;watersample;J. Van Wichelen;Aphanocapsa sp. (a);Cyanobacteria;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1278;event;Vinne_14jul08;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1279;event;Vinne_14jul08;Codosiga botrytis;HumanObservation;watersample;J. Van Wichelen;Codosiga botrytis;Choanoflagellida;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1280;event;Vinne_14jul08;Desmorella brachycalyx;HumanObservation;watersample;J. Van Wichelen;Desmorella brachycalyx;;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1281;event;Vinne_29may08;Dinobryon sp.;HumanObservation;watersample;J. Van Wichelen;Dinobryon sp.;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1282;event;Vinne_14jul08;Euglena acus;HumanObservation;watersample;J. Van Wichelen;Euglena acus;Euglenozoa;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1283;event;Vinne_14jul08;Gymnodinium lantzschii;HumanObservation;watersample;J. Van Wichelen;Gymnodinium lantzschii;Dinophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1284;event;Vinne_29may08;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1285;event;Vinne_14jul08;Kephyrion inconstans;HumanObservation;watersample;J. Van Wichelen;Kephyrion inconstans;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1286;event;Vinne_14jul08;Mallomonas akrokomas;HumanObservation;watersample;J. Van Wichelen;Mallomonas akrokomas;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1287;event;Vinne_29may08;Mallomonas akrokomas;HumanObservation;watersample;J. Van Wichelen;Mallomonas akrokomas;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1288;event;Vinne_14jul08;Mallomonas tonsurata;HumanObservation;watersample;J. Van Wichelen;Mallomonas tonsurata;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1289;event;Vinne_14jul08;Micractinium pusillum;HumanObservation;watersample;J. Van Wichelen;Micractinium pusillum;Chlorophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1290;event;Vinne_14jul08;Monoraphidium minutum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium minutum;Chlorophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1291;event;Vinne_14jul08;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1292;event;Vinne_14jul08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1293;event;Vinne_29may08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1294;event;Vinne_14jul08;Oscillatoria sp. (a);HumanObservation;watersample;J. Van Wichelen;Oscillatoria sp. (a);Cyanobacteria;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1295;event;GroteVijverMechelen_19sep08;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1296;event;Vinne_14jul08;Phacus curvicauda;HumanObservation;watersample;J. Van Wichelen;Phacus curvicauda;Euglenozoa;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1297;event;Vinne_14jul08;Rhoicosphenia sp.;HumanObservation;watersample;J. Van Wichelen;Rhoicosphenia sp.;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1298;event;Vinne_14jul08;Uroglena sp.;HumanObservation;watersample;J. Van Wichelen;Uroglena sp.;Ochrophyta;Calculated Individuals per liter;11,62986654
Ugent:Ecopot2:1299;event;Hazewinkel_26aug14;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;11,64568199
Ugent:Ecopot2:1300;event;Hazewinkel_20may14;Puncticulata radiosa balatonis;HumanObservation;watersample;J. Van Wichelen;Puncticulata radiosa balatonis;Ochrophyta;Calculated Individuals per liter;11,64568199
Ugent:Ecopot2:1301;event;GroteVijverMechelen_7may08;Cryptomonas obovata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas obovata;Cryptophyta;Calculated Individuals per liter;11,74733994
Ugent:Ecopot2:1302;event;Hazewinkel_29jul14;Staurastrum pingue;HumanObservation;watersample;J. Van Wichelen;Staurastrum pingue;Chlorophyta;Calculated Individuals per liter;11,7741703
Ugent:Ecopot2:1303;event;Hazewinkel_17jun14;Quadrigula lacustris;HumanObservation;watersample;J. Van Wichelen;Quadrigula lacustris;Chlorophyta;Calculated Individuals per liter;11,94276571
Ugent:Ecopot2:1304;event;Hazewinkel_29jul14;Monosiga ovata;HumanObservation;watersample;J. Van Wichelen;Monosiga ovata;Choanoflagellida;Calculated Individuals per liter;12,04818735
Ugent:Ecopot2:1305;event;Hazewinkel_29jul14;Ochromonas sp.;HumanObservation;watersample;J. Van Wichelen;Ochromonas sp.;Ochrophyta;Calculated Individuals per liter;12,04818735
Ugent:Ecopot2:1306;event;Hazewinkel_29jul14;Sphaerocystis schroeteri;HumanObservation;watersample;J. Van Wichelen;Sphaerocystis schroeteri;Chlorophyta;Calculated Individuals per liter;12,04818735
Ugent:Ecopot2:1307;event;KanaalplasDeMaat_17jul13;Diatoma tenuis;HumanObservation;watersample;J. Van Wichelen;Diatoma tenuis;Ochrophyta;Calculated Individuals per liter;12,05474545
Ugent:Ecopot2:1308;event;Vinne_29may08;Euglena texta;HumanObservation;watersample;J. Van Wichelen;Euglena texta;Euglenozoa;Calculated Individuals per liter;12,09048898
Ugent:Ecopot2:1309;event;RauwseMeer_21aug13;Pseudokephyrion conicum;HumanObservation;watersample;J. Van Wichelen;Pseudokephyrion conicum;Ochrophyta;Calculated Individuals per liter;12,3323441
Ugent:Ecopot2:1310;event;Vinne_25apr08;Rhodomonas lacustris;HumanObservation;watersample;J. Van Wichelen;Rhodomonas lacustris;Cryptophyta;Calculated Individuals per liter;12,65835814
Ugent:Ecopot2:1311;event;Hazewinkel_7oct14;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;12,89343363
Ugent:Ecopot2:1312;event;GroteVijverMechelen_16jul08;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1313;event;GroteVijverMechelen_16jul08;Chlamydocapsa planctonica;HumanObservation;watersample;J. Van Wichelen;Chlamydocapsa planctonica;Chlorophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1314;event;GroteVijverMechelen_16jul08;Chrysococcus minutus;HumanObservation;watersample;J. Van Wichelen;Chrysococcus minutus;Ochrophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1315;event;GroteVijverMechelen_16jul08;Cryptomonas  rostratiformis;HumanObservation;watersample;J. Van Wichelen;Cryptomonas  rostratiformis;Cryptophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1316;event;GroteVijverMechelen_16jul08;Franceia ovalis;HumanObservation;watersample;J. Van Wichelen;Franceia ovalis;Chlorophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1317;event;GroteVijverMechelen_16jul08;Gymnodinium sp. (a);HumanObservation;watersample;J. Van Wichelen;Gymnodinium sp. (a);Dinophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1318;event;GroteVijverMechelen_16jul08;Micractinium pusillum;HumanObservation;watersample;J. Van Wichelen;Micractinium pusillum;Chlorophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1319;event;GroteVijverMechelen_16jul08;Nephrocytium agardhianum;HumanObservation;watersample;J. Van Wichelen;Nephrocytium agardhianum;Chlorophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1320;event;GroteVijverMechelen_16jul08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1321;event;GroteVijverMechelen_16jul08;Pseudanabaena sp.;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena sp.;Cyanobacteria;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1322;event;GroteVijverMechelen_16jul08;Treubaria triappendiculata;HumanObservation;watersample;J. Van Wichelen;Treubaria triappendiculata;Chlorophyta;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1323;event;GroteVijverMechelen_16jul08;Woronichinia obtusa;HumanObservation;watersample;J. Van Wichelen;Woronichinia obtusa;Cyanobacteria;Calculated Individuals per liter;12,92207393
Ugent:Ecopot2:1324;event;Hazewinkel_23sep14;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;13,13704229
Ugent:Ecopot2:1325;event;Schulensmeer_24oct08;Chrysococcus minutus;HumanObservation;watersample;J. Van Wichelen;Chrysococcus minutus;Ochrophyta;Calculated Individuals per liter;13,29127605
Ugent:Ecopot2:1326;event;Schulensmeer_24oct08;Oocystis lacustris;HumanObservation;watersample;J. Van Wichelen;Oocystis lacustris;Chlorophyta;Calculated Individuals per liter;13,29127605
Ugent:Ecopot2:1327;event;Schulensmeer_24oct08;Scenedesmus ecornis;HumanObservation;watersample;J. Van Wichelen;Scenedesmus ecornis;Chlorophyta;Calculated Individuals per liter;13,29127605
Ugent:Ecopot2:1328;event;KanaalplasDeMaat_17jul13;Aulacoseira italica;HumanObservation;watersample;J. Van Wichelen;Aulacoseira italica;Ochrophyta;Calculated Individuals per liter;13,30413735
Ugent:Ecopot2:1329;event;Hazewinkel_29jul14;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;13,55421077
Ugent:Ecopot2:1330;event;Hazewinkel_29jul14;Eudorina elegans;HumanObservation;watersample;J. Van Wichelen;Eudorina elegans;Chlorophyta;Calculated Individuals per liter;13,55421077
Ugent:Ecopot2:1331;event;Hazewinkel_29jul14;Oocystis lacustris;HumanObservation;watersample;J. Van Wichelen;Oocystis lacustris;Chlorophyta;Calculated Individuals per liter;13,55421077
Ugent:Ecopot2:1332;event;RauwseMeer_21aug13;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;13,78320811
Ugent:Ecopot2:1333;event;GroteVijverMechelen_7may08;Mallomonas multiunca;HumanObservation;watersample;J. Van Wichelen;Mallomonas multiunca;Ochrophyta;Calculated Individuals per liter;14,09680793
Ugent:Ecopot2:1334;event;GroteVijverMechelen_25aug08;Aphanizomenon sp.;HumanObservation;watersample;J. Van Wichelen;Aphanizomenon sp.;Cyanobacteria;Calculated Individuals per liter;14,15756948
Ugent:Ecopot2:1335;event;Hazewinkel_23apr14;Aulacoseira ambigua;HumanObservation;watersample;J. Van Wichelen;Aulacoseira ambigua;Ochrophyta;Calculated Individuals per liter;14,33131886
Ugent:Ecopot2:1336;event;GaversHarelbeke_27apr11;Asterionella formosa;HumanObservation;watersample;J. Van Wichelen;Asterionella formosa;Ochrophyta;Calculated Individuals per liter;14,44
Ugent:Ecopot2:1337;event;Vinne_19jun08;Euglena sp. (b);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (b);Euglenozoa;Calculated Individuals per liter;14,50858678
Ugent:Ecopot2:1338;event;RauwseMeer_17sep13;Quadrigula pfitzerii;HumanObservation;watersample;J. Van Wichelen;Quadrigula pfitzerii;Chlorophyta;Calculated Individuals per liter;14,50864012
Ugent:Ecopot2:1339;event;Schulensmeer_29may08;Aulacoseira granulata angustissima;HumanObservation;watersample;J. Van Wichelen;Aulacoseira granulata angustissima;Ochrophyta;Calculated Individuals per liter;14,7020346
Ugent:Ecopot2:1340;event;Blokkersdijk_16jul08;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;14,7680845
Ugent:Ecopot2:1341;event;GroteVijverMechelen_25aug08;Aulacoseira granulata angustissima;HumanObservation;watersample;J. Van Wichelen;Aulacoseira granulata angustissima;Ochrophyta;Calculated Individuals per liter;14,89548242
Ugent:Ecopot2:1342;event;Blokkersdijk_9apr08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;14,89885887
Ugent:Ecopot2:1343;event;Hazewinkel_26aug14;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;14,9730197
Ugent:Ecopot2:1344;event;Blokkersdijk_25aug08;Cryptomonas reflexa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas reflexa;Cryptophyta;Calculated Individuals per liter;15,22455256
Ugent:Ecopot2:1345;event;KanaalplasDeMaat_17jul13;Peridiniopsis elpatiewskyi;HumanObservation;watersample;J. Van Wichelen;Peridiniopsis elpatiewskyi;Dinophyta;Calculated Individuals per liter;15,34240331
Ugent:Ecopot2:1346;event;RauwseMeer_21may13;Chlorella sp.;HumanObservation;watersample;J. Van Wichelen;Chlorella sp.;Chlorophyta;Calculated Individuals per liter;15,49996585
Ugent:Ecopot2:1347;event;RauwseMeer_21may13;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;15,49996585
Ugent:Ecopot2:1348;event;RauwseMeer_21may13;Dinobryon divergens;HumanObservation;watersample;J. Van Wichelen;Dinobryon divergens;Ochrophyta;Calculated Individuals per liter;15,49996585
Ugent:Ecopot2:1349;event;RauwseMeer_17apr13;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;15,49996585
