occurenceID;type;event ID;scientificName;basisOfRecord;samplingProtocol;identifiedBy;species;phylum;oranismQuantityType;organismQuantity
Ugent:Ecopot2:0606;event;Blokkersdijk_9apr08;Desmodesmus armatus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus armatus;Chlorophyta;Calculated Individuals per liter;1,010092127
Ugent:Ecopot2:0607;event;KanaalplasDeMaat_19jun13;Bacillariophyta sp. (h);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (h);Ochrophyta;Calculated Individuals per liter;1,036331437
Ugent:Ecopot2:0608;event;KanaalplasDeMaat_19jun13;Melosira varians;HumanObservation;watersample;J. Van Wichelen;Melosira varians;Ochrophyta;Calculated Individuals per liter;1,036331437
Ugent:Ecopot2:0609;event;KanaalplasDeMaat_19jun13;Nephrocytium limneticum;HumanObservation;watersample;J. Van Wichelen;Nephrocytium limneticum;Chlorophyta;Calculated Individuals per liter;1,036331437
Ugent:Ecopot2:0610;event;KanaalplasDeMaat_19jun13;Peridinium willei;HumanObservation;watersample;J. Van Wichelen;Peridinium willei;Dinophyta;Calculated Individuals per liter;1,036331437
Ugent:Ecopot2:0611;event;KanaalplasDeMaat_19jun13;Pseudanabaena limnetica;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena limnetica;Cyanobacteria;Calculated Individuals per liter;1,036331437
Ugent:Ecopot2:0612;event;Hazewinkel_29jul14;Peridinium willei;HumanObservation;watersample;J. Van Wichelen;Peridinium willei;Dinophyta;Calculated Individuals per liter;1,070379118
Ugent:Ecopot2:0613;event;GroteVijverMechelen_7may08;Gymnodinium helveticum;HumanObservation;watersample;J. Van Wichelen;Gymnodinium helveticum;Dinophyta;Calculated Individuals per liter;1,074710131
Ugent:Ecopot2:0614;event;RauwseMeer_21aug13;Eutetramorus fottii;HumanObservation;watersample;J. Van Wichelen;Eutetramorus fottii;Chlorophyta;Calculated Individuals per liter;1,074823748
Ugent:Ecopot2:0615;event;RauwseMeer_24oct13;Trachelomonas volvocinopsis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocinopsis;Euglenozoa;Calculated Individuals per liter;1,074823748
Ugent:Ecopot2:0616;event;KanaalplasDeMaat_17jul13;Fragilaria ulna acus;HumanObservation;watersample;J. Van Wichelen;Fragilaria ulna acus;Ochrophyta;Calculated Individuals per liter;1,09588595
Ugent:Ecopot2:0617;event;Blokkersdijk_7may08;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0618;event;Blokkersdijk_7may08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0619;event;Blokkersdijk_7may08;Desmodesmus sp.;HumanObservation;watersample;J. Van Wichelen;Desmodesmus sp.;Chlorophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0620;event;Blokkersdijk_7may08;Euglena clara;HumanObservation;watersample;J. Van Wichelen;Euglena clara;Euglenozoa;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0621;event;Blokkersdijk_7may08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0622;event;Blokkersdijk_7may08;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0623;event;Blokkersdijk_7may08;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0624;event;Blokkersdijk_7may08;Tetraedron minimum;HumanObservation;watersample;J. Van Wichelen;Tetraedron minimum;Chlorophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0625;event;Blokkersdijk_7may08;Tetraedron triangulare;HumanObservation;watersample;J. Van Wichelen;Tetraedron triangulare;Chlorophyta;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0626;event;Blokkersdijk_7may08;Trachelomonas rugulosa;HumanObservation;watersample;J. Van Wichelen;Trachelomonas rugulosa;Euglenozoa;Calculated Individuals per liter;1,107606337
Ugent:Ecopot2:0627;event;GroteVijverMechelen_9apr08;Quadrigula chodati;HumanObservation;watersample;J. Van Wichelen;Quadrigula chodati;Chlorophyta;Calculated Individuals per liter;1,118575851
Ugent:Ecopot2:0628;event;KanaalplasDeMaat_24oct13;Coenochloris pyrenoidosa;HumanObservation;watersample;J. Van Wichelen;Coenochloris pyrenoidosa;Chlorophyta;Calculated Individuals per liter;1,12
Ugent:Ecopot2:0629;event;Schulensmeer_22sep08;Microcystis wesenberghii;HumanObservation;watersample;J. Van Wichelen;Microcystis wesenberghii;Cyanobacteria;Calculated Individuals per liter;1,12
Ugent:Ecopot2:0630;event;Hazewinkel_20may14;Staurastrum planctonicum;HumanObservation;watersample;J. Van Wichelen;Staurastrum planctonicum;Chlorophyta;Calculated Individuals per liter;1,131747521
Ugent:Ecopot2:0631;event;RauwseMeer_21may13;Chlorogonium minimum;HumanObservation;watersample;J. Van Wichelen;Chlorogonium minimum;Chlorophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0632;event;KanaalplasDeMaat_21may13;Chrysococcus biporus;HumanObservation;watersample;J. Van Wichelen;Chrysococcus biporus;Ochrophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0633;event;RauwseMeer_21may13;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0634;event;RauwseMeer_21may13;Gymnodinium simplex;HumanObservation;watersample;J. Van Wichelen;Gymnodinium simplex;Dinophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0635;event;KanaalplasDeMaat_21may13;Kephyrion cupiliforme;HumanObservation;watersample;J. Van Wichelen;Kephyrion cupiliforme;Ochrophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0636;event;RauwseMeer_21may13;Planktosphaeria gelatinosa;HumanObservation;watersample;J. Van Wichelen;Planktosphaeria gelatinosa;Chlorophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0637;event;RauwseMeer_21may13;Pseudanabaena limnetica;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena limnetica;Cyanobacteria;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0638;event;KanaalplasDeMaat_21may13;Spermatozopsis exsultans;HumanObservation;watersample;J. Van Wichelen;Spermatozopsis exsultans;Chlorophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0639;event;RauwseMeer_21may13;Spermatozopsis exsultans;HumanObservation;watersample;J. Van Wichelen;Spermatozopsis exsultans;Chlorophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0640;event;KanaalplasDeMaat_21may13;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0641;event;RauwseMeer_21may13;Trachelomonas volvocinopsis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocinopsis;Euglenozoa;Calculated Individuals per liter;1,139964581
Ugent:Ecopot2:0642;event;GroteVijverMechelen_19sep08;Nephrocytium agardhianum;HumanObservation;watersample;J. Van Wichelen;Nephrocytium agardhianum;Chlorophyta;Calculated Individuals per liter;1,160686942
Ugent:Ecopot2:0643;event;RauwseMeer_24oct13;Gymnodinium helveticum;HumanObservation;watersample;J. Van Wichelen;Gymnodinium helveticum;Dinophyta;Calculated Individuals per liter;1,163636364
Ugent:Ecopot2:0644;event;Hazewinkel_23sep14;Trachelomonas volvocinopsis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocinopsis;Euglenozoa;Calculated Individuals per liter;1,164568199
Ugent:Ecopot2:0645;event;Hazewinkel_23sep14;Microcystis sp.;HumanObservation;watersample;J. Van Wichelen;Microcystis sp.;Cyanobacteria;Calculated Individuals per liter;1,166366886
Ugent:Ecopot2:0646;event;GroteVijverMechelen_7may08;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,174733994
Ugent:Ecopot2:0647;event;GroteVijverMechelen_7may08;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;1,174733994
Ugent:Ecopot2:0648;event;GroteVijverMechelen_7may08;Trachelomonas varians;HumanObservation;watersample;J. Van Wichelen;Trachelomonas varians;Euglenozoa;Calculated Individuals per liter;1,174733994
Ugent:Ecopot2:0649;event;GroteVijverMechelen_7may08;Uroglena sp.;HumanObservation;watersample;J. Van Wichelen;Uroglena sp.;Ochrophyta;Calculated Individuals per liter;1,174733994
Ugent:Ecopot2:0650;event;GaversHarelbeke_27apr11;Bacillariophyta sp. (b);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (b);Ochrophyta;Calculated Individuals per liter;1,190691093
Ugent:Ecopot2:0651;event;GaversHarelbeke_27apr11;Cryptomonas  rostrata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas  rostrata;Cryptophyta;Calculated Individuals per liter;1,190691093
Ugent:Ecopot2:0652;event;GaversHarelbeke_27apr11;Planktosphaeria gelatinosa;HumanObservation;watersample;J. Van Wichelen;Planktosphaeria gelatinosa;Chlorophyta;Calculated Individuals per liter;1,190691093
Ugent:Ecopot2:0653;event;Hazewinkel_23apr14;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0654;event;Hazewinkel_23apr14;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0655;event;Hazewinkel_23apr14;Chroococcus limneticus;HumanObservation;watersample;J. Van Wichelen;Chroococcus limneticus;Cyanobacteria;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0656;event;Hazewinkel_23apr14;Cosmarium phaseolum;HumanObservation;watersample;J. Van Wichelen;Cosmarium phaseolum;Chlorophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0657;event;Hazewinkel_23apr14;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0658;event;Hazewinkel_23sep14;Eudorina elegans;HumanObservation;watersample;J. Van Wichelen;Eudorina elegans;Chlorophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0659;event;Hazewinkel_23sep14;Gymnodinium simplex;HumanObservation;watersample;J. Van Wichelen;Gymnodinium simplex;Dinophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0660;event;Hazewinkel_23sep14;Kephyrion sp.;HumanObservation;watersample;J. Van Wichelen;Kephyrion sp.;Ochrophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0661;event;Hazewinkel_23sep14;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0662;event;Hazewinkel_23apr14;Nephrocytium limneticum;HumanObservation;watersample;J. Van Wichelen;Nephrocytium limneticum;Chlorophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0663;event;Hazewinkel_23sep14;Oocystis rhomboida;HumanObservation;watersample;J. Van Wichelen;Oocystis rhomboida;Chlorophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0664;event;Hazewinkel_23apr14;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0665;event;Hazewinkel_23apr14;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0666;event;Hazewinkel_23apr14;Trachelomonas intermedia;HumanObservation;watersample;J. Van Wichelen;Trachelomonas intermedia;Euglenozoa;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0667;event;Hazewinkel_23sep14;unidentified euglenophyte;HumanObservation;watersample;J. Van Wichelen;unidentified euglenophyte;Euglenozoa;Calculated Individuals per liter;1,194276571
Ugent:Ecopot2:0668;event;GaversHarelbeke_27apr11;Fragillaria crotonensis;HumanObservation;watersample;J. Van Wichelen;Fragillaria crotonensis;Ochrophyta;Calculated Individuals per liter;1,24
Ugent:Ecopot2:0669;event;Hazewinkel_7oct14;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,247751642
Ugent:Ecopot2:0670;event;Hazewinkel_7oct14;Cryptomonas ovata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas ovata;Cryptophyta;Calculated Individuals per liter;1,247751642
Ugent:Ecopot2:0671;event;Hazewinkel_17jun14;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;1,273215961
Ugent:Ecopot2:0672;event;Hazewinkel_7oct14;Woronichinia naegliana;HumanObservation;watersample;J. Van Wichelen;Woronichinia naegliana;Cyanobacteria;Calculated Individuals per liter;1,28293688
Ugent:Ecopot2:0673;event;Blokkersdijk_7may08;Spirogyra sp.;HumanObservation;watersample;J. Van Wichelen;Spirogyra sp.;Chlorophyta;Calculated Individuals per liter;1,289652158
Ugent:Ecopot2:0674;event;GroteVijverMechelen_25aug08;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;1,354134766
Ugent:Ecopot2:0675;event;Blokkersdijk_25aug08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;1,354134766
Ugent:Ecopot2:0676;event;RauwseMeer_21may13;Aulacoseira italica;HumanObservation;watersample;J. Van Wichelen;Aulacoseira italica;Ochrophyta;Calculated Individuals per liter;1,36
Ugent:Ecopot2:0677;event;RauwseMeer_21may13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;1,36
Ugent:Ecopot2:0678;event;KanaalplasDeMaat_21aug13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0679;event;RauwseMeer_19jun13;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0680;event;RauwseMeer_19jun13;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0681;event;RauwseMeer_21aug13;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0682;event;RauwseMeer_17sep13;Bacillariophyta sp. (f);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (f);Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0683;event;RauwseMeer_21aug13;Bacillariophyta sp. (f);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (f);Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0684;event;RauwseMeer_17sep13;Bitrichia chodatii;HumanObservation;watersample;J. Van Wichelen;Bitrichia chodatii;Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0685;event;RauwseMeer_21aug13;Carteria sp.;HumanObservation;watersample;J. Van Wichelen;Carteria sp.;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0686;event;RauwseMeer_21aug13;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0687;event;KanaalplasDeMaat_17sep13;Cyclotella sp.;HumanObservation;watersample;J. Van Wichelen;Cyclotella sp.;Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0688;event;RauwseMeer_21aug13;Dinobryon sociale;HumanObservation;watersample;J. Van Wichelen;Dinobryon sociale;Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0689;event;RauwseMeer_17sep13;Fragilaria sp.;HumanObservation;watersample;J. Van Wichelen;Fragilaria sp.;Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0690;event;RauwseMeer_21aug13;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0691;event;RauwseMeer_17sep13;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0692;event;RauwseMeer_19jun13;Oocystis marssonii;HumanObservation;watersample;J. Van Wichelen;Oocystis marssonii;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0693;event;RauwseMeer_17sep13;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0694;event;KanaalplasDeMaat_17sep13;Pediastrum boryanum;HumanObservation;watersample;J. Van Wichelen;Pediastrum boryanum;Chlorophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0695;event;RauwseMeer_19jun13;Peridinium umbonatum;HumanObservation;watersample;J. Van Wichelen;Peridinium umbonatum;Dinophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0696;event;RauwseMeer_19jun13;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;1,450864012
Ugent:Ecopot2:0697;event;Blokkersdijk_27jun08;Chlorella sp.;HumanObservation;watersample;J. Van Wichelen;Chlorella sp.;Chlorophyta;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0698;event;Blokkersdijk_27jun08;Cosmarium biretum var. biretum;HumanObservation;watersample;J. Van Wichelen;Cosmarium biretum var. biretum;Chlorophyta;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0699;event;Blokkersdijk_27jun08;Cosmarium crenulatum;HumanObservation;watersample;J. Van Wichelen;Cosmarium crenulatum;Chlorophyta;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0700;event;Blokkersdijk_27jun08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0701;event;Blokkersdijk_27jun08;Jaaginema sp.;HumanObservation;watersample;J. Van Wichelen;Jaaginema sp.;Cyanobacteria;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0702;event;Blokkersdijk_27jun08;Scenedesmus ecornis;HumanObservation;watersample;J. Van Wichelen;Scenedesmus ecornis;Chlorophyta;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0703;event;Blokkersdijk_27jun08;Trachelomonas varians;HumanObservation;watersample;J. Van Wichelen;Trachelomonas varians;Euglenozoa;Calculated Individuals per liter;1,47680845
Ugent:Ecopot2:0704;event;Hazewinkel_17jun14;Cosmarium phaseolum;HumanObservation;watersample;J. Van Wichelen;Cosmarium phaseolum;Chlorophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0705;event;Hazewinkel_17jun14;Cryptomonas reflexa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas reflexa;Cryptophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0706;event;Hazewinkel_17jun14;Desmodesmus pleiomorphus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus pleiomorphus;Chlorophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0707;event;Hazewinkel_17jun14;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0708;event;Hazewinkel_17jun14;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0709;event;Hazewinkel_17jun14;Sphaerocystis fluviatilis;HumanObservation;watersample;J. Van Wichelen;Sphaerocystis fluviatilis;Chlorophyta;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0710;event;Hazewinkel_17jun14;Trachelomonas globularis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas globularis;Euglenozoa;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0711;event;Hazewinkel_17jun14;Trachelomonas sp.;HumanObservation;watersample;J. Van Wichelen;Trachelomonas sp.;Euglenozoa;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0712;event;Hazewinkel_17jun14;Trachelomonas volvocina;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocina;Euglenozoa;Calculated Individuals per liter;1,492845714
Ugent:Ecopot2:0713;event;GroteVijverMechelen_27jun08;Scenedesmus linearis;HumanObservation;watersample;J. Van Wichelen;Scenedesmus linearis;Chlorophyta;Calculated Individuals per liter;1,504594184
Ugent:Ecopot2:0714;event;Hazewinkel_29jul14;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0715;event;Hazewinkel_29jul14;Chrysococcus cordiforme;HumanObservation;watersample;J. Van Wichelen;Chrysococcus cordiforme;Ochrophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0716;event;Hazewinkel_29jul14;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0717;event;Hazewinkel_29jul14;Cyclotella sp.;HumanObservation;watersample;J. Van Wichelen;Cyclotella sp.;Ochrophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0718;event;Hazewinkel_29jul14;Desmodesmus opoliensis;HumanObservation;watersample;J. Van Wichelen;Desmodesmus opoliensis;Chlorophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0719;event;Hazewinkel_29jul14;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0720;event;Hazewinkel_29jul14;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0721;event;Hazewinkel_29jul14;Quadrigula pfitzerii;HumanObservation;watersample;J. Van Wichelen;Quadrigula pfitzerii;Chlorophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0722;event;Hazewinkel_29jul14;Woloszynskia pseudopalustris;HumanObservation;watersample;J. Van Wichelen;Woloszynskia pseudopalustris;Dinophyta;Calculated Individuals per liter;1,506023419
Ugent:Ecopot2:0723;event;Blokkersdijk_9apr08;Nitzschia sp.;HumanObservation;watersample;J. Van Wichelen;Nitzschia sp.;Ochrophyta;Calculated Individuals per liter;1,515138191
Ugent:Ecopot2:0724;event;Schulensmeer_27aug08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;1,547582589
Ugent:Ecopot2:0725;event;RauwseMeer_24oct13;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;1,612235622
Ugent:Ecopot2:0726;event;RauwseMeer_21aug13;Fragillaria crotonensis;HumanObservation;watersample;J. Van Wichelen;Fragillaria crotonensis;Ochrophyta;Calculated Individuals per liter;1,612235622
Ugent:Ecopot2:0727;event;KanaalplasDeMaat_17jul13;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;1,643828926
Ugent:Ecopot2:0728;event;KanaalplasDeMaat_17jul13;Cyclonexis annulus;HumanObservation;watersample;J. Van Wichelen;Cyclonexis annulus;Ochrophyta;Calculated Individuals per liter;1,643828926
Ugent:Ecopot2:0729;event;KanaalplasDeMaat_17jul13;Desmodesmus spinosus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus spinosus;Chlorophyta;Calculated Individuals per liter;1,643828926
Ugent:Ecopot2:0730;event;KanaalplasDeMaat_17jul13;Peridiniopsis sp.;HumanObservation;watersample;J. Van Wichelen;Peridiniopsis sp.;Dinophyta;Calculated Individuals per liter;1,643828926
Ugent:Ecopot2:0731;event;Hazewinkel_20may14;Aulacoseira ambigua;HumanObservation;watersample;J. Van Wichelen;Aulacoseira ambigua;Ochrophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0732;event;Hazewinkel_20may14;Carteria sp.;HumanObservation;watersample;J. Van Wichelen;Carteria sp.;Chlorophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0733;event;Hazewinkel_26aug14;Cosmarium formosulum;HumanObservation;watersample;J. Van Wichelen;Cosmarium formosulum;Chlorophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0734;event;Hazewinkel_20may14;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0735;event;Hazewinkel_20may14;Cryptomonas ovata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas ovata;Cryptophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0736;event;Hazewinkel_26aug14;Diatoma tenuis;HumanObservation;watersample;J. Van Wichelen;Diatoma tenuis;Ochrophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0737;event;Hazewinkel_20may14;Fragilaria sp.;HumanObservation;watersample;J. Van Wichelen;Fragilaria sp.;Ochrophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0738;event;Hazewinkel_26aug14;Lagerheimia ciliata;HumanObservation;watersample;J. Van Wichelen;Lagerheimia ciliata;Chlorophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0739;event;Hazewinkel_26aug14;Peridinium willei;HumanObservation;watersample;J. Van Wichelen;Peridinium willei;Dinophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0740;event;Hazewinkel_20may14;Planktosphaeria gelatinosa;HumanObservation;watersample;J. Van Wichelen;Planktosphaeria gelatinosa;Chlorophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0741;event;Hazewinkel_26aug14;Staurastrum pingue;HumanObservation;watersample;J. Van Wichelen;Staurastrum pingue;Chlorophyta;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0742;event;Hazewinkel_20may14;Trachelomonas volvocinopsis;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocinopsis;Euglenozoa;Calculated Individuals per liter;1,663668856
Ugent:Ecopot2:0743;event;KanaalplasDeMaat_16apr13;Gymnodinium helveticum;HumanObservation;watersample;J. Van Wichelen;Gymnodinium helveticum;Dinophyta;Calculated Individuals per liter;1,666666667
